100 294
0 1 200
0 2 161
0 3 7
0 4 15
0 5 50
0 6 68
0 7 86
0 8 117
0 9 79
0 10 116
0 11 200
0 12 3
0 13 59
0 14 130
0 15 168
0 16 44
0 17 82
0 18 44
0 19 48
0 20 30
0 21 79
0 22 98
0 23 19
0 24 143
0 25 54
0 26 183
0 27 158
0 28 80
0 29 184
0 30 83
0 31 87
0 32 157
0 33 200
0 34 71
0 35 156
0 36 158
0 37 195
0 38 24
0 39 45
0 40 118
0 41 146
0 42 116
0 43 155
0 44 140
0 45 109
0 46 166
0 47 93
0 48 23
0 49 74
0 50 22
0 51 131
0 52 3
0 53 166
0 54 91
0 55 158
0 56 32
0 57 71
0 58 45
0 59 34
0 60 101
0 61 89
0 62 5
0 63 121
0 64 171
0 65 141
0 66 42
0 67 40
0 68 109
0 69 123
0 70 34
0 71 158
0 72 25
0 73 197
0 74 59
0 75 180
0 76 80
0 77 18
0 78 81
0 79 109
0 80 93
0 81 51
0 82 170
0 83 90
0 84 128
0 85 193
0 86 49
0 87 112
0 88 74
0 89 17
0 90 175
0 91 174
0 92 159
0 93 21
0 94 106
0 95 47
0 96 27
0 97 50
0 98 13
0 99 76
1 2 146
1 3 43
1 4 93
1 5 85
1 6 162
1 7 75
1 8 169
1 9 87
1 10 109
1 11 180
1 12 9
1 13 85
1 14 127
1 15 136
1 16 34
1 17 84
1 18 128
1 19 176
1 20 30
1 21 199
1 22 110
1 23 60
1 24 45
1 25 71
1 26 94
1 27 86
1 28 155
1 29 43
1 30 133
1 31 64
1 32 44
1 33 125
1 34 186
1 35 138
1 36 114
1 37 66
1 38 174
1 39 134
1 40 116
1 41 16
1 42 99
1 43 0
1 44 162
1 45 164
1 46 185
1 47 98
1 48 85
1 49 130
1 50 155
1 51 125
1 52 101
1 53 132
1 54 93
1 55 151
1 56 160
1 57 82
1 58 47
1 59 45
1 60 157
1 61 88
1 62 134
1 63 47
1 64 169
1 65 170
1 66 87
1 67 120
1 68 188
1 69 8
1 70 50
1 71 137
1 72 151
1 73 152
1 74 7
1 75 193
1 76 36
1 77 26
1 78 72
1 79 152
1 80 100
1 81 35
1 82 74
1 83 9
1 84 105
1 85 72
1 86 101
1 87 88
1 88 187
1 89 167
1 90 94
1 91 76
1 92 140
1 93 158
1 94 27
1 95 15
1 96 129
1 97 152
1 98 3
1 99 48
2 3 47
2 4 139
2 5 105
2 6 123
2 7 196
2 8 9
2 9 94
2 10 146
2 11 71
2 12 96
2 13 7
2 14 110
2 15 52
2 16 51
2 17 132
2 18 10
2 19 155
2 20 130
2 21 155
2 22 111
2 23 90
2 24 189
2 25 57
2 26 197
2 27 29
2 28 74
2 29 87
2 30 14
2 31 176
2 32 40
2 33 195
2 34 46
2 35 98
2 36 167
2 37 74
2 38 151
2 39 200
2 40 145
2 41 15
2 42 133
2 43 50
2 44 146
2 45 121
2 46 22
2 47 117
2 48 48
2 49 97
2 50 46
2 51 168
2 52 162
2 53 71
2 54 6
2 55 142
2 56 188
2 57 99
2 58 87
2 59 105
2 60 61
2 61 181
2 62 80
2 63 114
2 64 125
2 65 74
2 66 42
2 67 158
2 68 84
2 69 63
2 70 116
2 71 35
2 72 42
2 73 15
2 74 92
2 75 132
2 76 68
2 77 17
2 78 155
2 79 69
2 80 179
2 81 41
2 82 47
2 83 179
2 84 125
2 85 5
2 86 66
2 87 122
2 88 115
2 89 163
2 90 97
2 91 101
2 92 118
2 93 188
2 94 126
2 95 168
2 96 38
2 97 198
2 98 180
2 99 78
