100 2249
0 1 5
0 2 36
0 3 52
0 4 45
0 5 29
0 6 40
0 7 188
0 8 200
0 9 24
0 10 119
0 11 85
0 12 102
0 13 15
0 14 29
0 15 173
0 16 53
0 17 37
0 18 104
0 19 168
0 20 59
0 21 187
0 22 133
0 23 64
0 24 36
0 25 184
0 26 30
0 27 46
0 28 72
0 29 77
0 30 150
0 31 166
0 32 196
0 33 170
0 34 141
0 35 119
0 36 44
0 37 117
0 38 177
0 39 33
0 40 97
0 41 104
0 42 99
0 43 200
0 44 79
0 45 179
0 46 28
0 47 2
0 48 159
0 49 171
0 50 157
0 51 32
0 52 33
0 53 60
0 54 43
0 55 9
0 56 32
0 57 163
0 58 39
0 59 104
0 60 181
0 61 50
0 62 48
0 63 76
0 64 67
0 65 154
0 66 154
0 67 121
0 68 57
0 69 8
0 70 7
0 71 153
0 72 105
0 73 102
0 74 57
0 75 149
0 76 30
0 77 186
0 78 70
0 79 70
0 80 102
0 81 64
0 82 190
0 83 96
0 84 152
0 85 3
0 86 22
0 87 128
0 88 96
0 89 130
0 90 26
0 91 20
0 92 117
0 93 148
0 94 125
0 95 173
0 96 28
0 97 199
0 98 39
0 99 104
1 2 45
1 3 181
1 4 40
1 5 22
1 6 156
1 7 13
1 8 80
1 9 84
1 10 57
1 11 111
1 12 91
1 13 88
1 14 93
1 15 72
1 16 66
1 17 109
1 18 144
1 19 131
1 20 81
1 21 146
1 22 156
1 23 11
1 24 20
1 25 57
1 26 56
1 27 136
1 28 127
1 29 26
1 30 159
1 31 144
1 32 23
1 33 80
1 34 136
1 35 47
1 36 160
1 37 189
1 38 109
1 39 164
1 40 26
1 41 184
1 42 3
1 43 90
1 44 14
1 45 115
1 46 152
1 47 10
1 48 199
1 49 65
1 50 153
1 51 130
1 52 171
1 53 149
1 54 23
1 55 55
1 56 6
1 57 34
1 58 22
1 59 80
1 60 15
1 61 28
1 62 129
1 63 188
1 64 175
1 65 48
1 66 63
1 67 180
1 68 153
1 69 167
1 70 87
1 71 154
1 72 60
1 73 88
1 74 94
1 75 180
1 76 75
1 77 76
1 78 159
1 79 122
1 80 37
1 81 110
1 82 14
1 83 138
1 84 147
1 85 137
1 86 192
1 87 18
1 88 127
1 89 26
1 90 81
1 91 4
1 92 89
1 93 120
1 94 104
1 95 149
1 96 119
1 97 184
1 98 162
1 99 107
2 3 87
2 4 79
2 5 135
2 6 44
2 7 41
2 8 72
2 9 15
2 10 102
2 11 198
2 12 171
2 13 102
2 14 69
2 15 62
2 16 29
2 17 109
2 18 192
2 19 33
2 20 92
2 21 80
2 22 144
2 23 151
2 24 90
2 25 182
2 26 22
2 27 155
2 28 20
2 29 8
2 30 144
2 31 46
2 32 131
2 33 33
2 34 13
2 35 89
2 36 148
2 37 185
2 38 153
2 39 86
2 40 175
2 41 80
2 42 68
2 43 18
2 44 160
2 45 7
2 46 71
2 47 78
2 48 57
2 49 84
2 50 153
2 51 6
2 52 93
2 53 89
2 54 48
2 55 19
2 56 65
2 57 118
2 58 129
2 59 181
2 60 151
2 61 70
2 62 70
2 63 193
2 64 83
2 65 170
2 66 23
2 67 18
2 68 153
2 69 156
2 70 139
2 71 5
2 72 169
2 73 79
2 74 150
2 75 91
2 76 177
2 77 159
2 78 5
2 79 150
2 80 193
2 81 190
2 82 143
2 83 25
2 84 150
2 85 171
2 86 59
2 87 111
2 88 139
2 89 132
2 90 152
2 91 1
2 92 200
2 93 59
2 94 144
2 95 89
2 96 50
2 97 165
2 98 181
2 99 39
3 4 17
3 5 50
3 6 98
3 7 131
3 8 17
3 9 97
3 10 85
3 11 190
3 12 101
3 13 89
3 14 130
3 15 79
3 16 136
3 17 34
3 18 68
3 19 191
3 20 24
3 21 183
3 22 82
3 23 134
3 24 47
3 25 67
3 26 44
3 27 178
3 28 145
3 29 131
3 30 24
3 31 85
3 32 14
3 33 119
3 34 6
3 35 110
3 36 21
3 37 92
3 38 102
3 39 43
3 40 174
3 41 140
3 42 27
3 43 41
3 44 80
3 45 4
3 46 158
3 47 159
3 48 17
3 49 85
3 50 64
3 51 142
3 52 136
3 53 8
3 54 78
3 55 136
3 56 24
3 57 51
3 58 79
3 59 2
3 60 165
3 61 82
3 62 158
3 63 81
3 64 73
3 65 197
3 66 135
3 67 39
3 68 123
3 69 14
3 70 15
3 71 81
3 72 172
3 73 188
3 74 32
3 75 179
3 76 55
3 77 115
3 78 85
3 79 8
3 80 195
3 81 42
3 82 9
3 83 105
3 84 75
3 85 74
3 86 96
3 87 137
3 88 119
3 89 75
3 90 18
3 91 8
3 92 199
3 93 45
3 94 44
3 95 187
3 96 173
3 97 102
3 98 166
3 99 188
4 5 54
4 6 106
4 7 184
4 8 81
4 9 130
4 10 61
4 11 64
4 12 56
4 13 38
4 14 109
4 15 121
4 16 91
4 17 172
4 18 67
4 19 113
4 20 182
4 21 82
4 22 108
4 23 95
4 24 60
4 25 177
4 26 41
4 27 62
4 28 188
4 29 64
4 30 120
4 31 188
4 32 22
4 33 153
4 34 135
4 35 102
4 36 76
4 37 78
4 38 176
4 39 116
4 40 105
4 41 136
4 42 128
4 43 72
4 44 147
4 45 32
4 46 100
4 47 7
4 48 55
4 49 49
4 50 57
4 51 73
4 52 81
4 53 30
4 54 171
4 55 79
4 56 120
4 57 124
4 58 193
4 59 8
4 60 191
4 61 82
4 62 196
4 63 186
4 64 121
4 65 51
4 66 190
4 67 9
4 68 67
4 69 11
4 70 66
4 71 129
4 72 35
4 73 43
4 74 175
4 75 180
4 76 164
4 77 161
4 78 113
4 79 112
4 80 102
4 81 146
4 82 111
4 83 130
4 84 146
4 85 198
4 86 182
4 87 8
4 88 98
4 89 72
4 90 182
4 91 5
4 92 163
4 93 176
4 94 86
4 95 66
4 96 26
4 97 129
4 98 135
4 99 115
5 6 95
5 7 38
5 8 19
5 9 104
5 10 78
5 11 164
5 12 123
5 13 126
5 14 27
5 15 96
5 16 11
5 17 128
5 18 59
5 19 84
5 20 94
5 21 95
5 22 19
5 23 125
5 24 30
5 25 124
5 26 6
5 27 181
5 28 81
5 29 108
5 30 57
5 31 71
5 32 1
5 33 197
5 34 168
5 35 37
5 36 132
5 37 122
5 38 163
5 39 126
5 40 53
5 41 164
5 42 149
5 43 16
5 44 152
5 45 12
5 46 5
5 47 68
5 48 102
5 49 123
5 50 18
5 51 147
5 52 147
5 53 163
5 54 95
5 55 136
5 56 89
5 57 4
5 58 96
5 59 159
5 60 50
5 61 134
5 62 171
5 63 33
5 64 155
5 65 53
5 66 49
5 67 134
5 68 17
5 69 165
5 70 147
5 71 104
5 72 122
5 73 15
5 74 111
5 75 112
5 76 100
5 77 56
5 78 90
5 79 99
5 80 35
5 81 54
5 82 127
5 83 182
5 84 56
5 85 66
5 86 39
5 87 141
5 88 102
5 89 111
5 90 175
5 91 186
5 92 179
5 93 134
5 94 65
5 95 59
5 96 10
5 97 127
5 98 155
5 99 94
6 7 129
6 8 97
6 9 153
6 10 173
6 11 166
6 12 152
6 13 99
6 14 65
6 15 10
6 16 160
6 17 86
6 18 24
6 19 111
6 20 175
6 21 150
6 22 146
6 23 183
6 24 168
6 25 53
6 26 193
6 27 179
6 28 157
6 29 192
6 30 156
6 31 6
6 32 149
6 33 77
6 34 195
6 35 15
6 36 36
6 37 73
6 38 116
6 39 171
6 40 183
6 41 20
6 42 124
6 43 195
6 44 18
6 45 151
6 46 86
6 47 84
6 48 71
6 49 49
6 50 159
6 51 52
6 52 176
6 53 132
6 54 193
6 55 154
6 56 147
6 57 150
6 58 70
6 59 83
6 60 103
6 61 36
6 62 20
6 63 100
6 64 117
6 65 46
6 66 99
6 67 117
6 68 150
6 69 8
6 70 8
6 71 126
6 72 70
6 73 36
6 74 148
6 75 68
6 76 175
6 77 151
6 78 47
6 79 156
6 80 41
6 81 139
6 82 79
6 83 51
6 84 153
6 85 184
6 86 61
6 87 171
6 88 90
6 89 141
6 90 153
6 91 173
6 92 192
6 93 198
6 94 89
6 95 19
6 96 116
6 97 93
6 98 18
6 99 114
7 8 180
7 9 177
7 10 196
7 11 69
7 12 31
7 13 169
7 14 143
7 15 52
7 16 71
7 17 113
7 18 193
7 19 94
7 20 30
7 21 116
7 22 159
7 23 121
7 24 62
7 25 150
7 26 38
7 27 101
7 28 6
7 29 13
7 30 92
7 31 180
7 32 163
7 33 173
7 34 140
7 35 71
7 36 9
7 37 133
7 38 126
7 39 113
7 40 146
7 41 164
7 42 88
7 43 143
7 44 33
7 45 84
7 46 6
7 47 64
7 48 99
7 49 55
7 50 41
7 51 73
7 52 163
7 53 158
7 54 27
7 55 121
7 56 90
7 57 13
7 58 15
7 59 71
7 60 173
7 61 180
7 62 67
7 63 146
7 64 184
7 65 97
7 66 94
7 67 114
7 68 64
7 69 14
7 70 47
7 71 173
7 72 56
7 73 8
7 74 176
7 75 155
7 76 157
7 77 71
7 78 186
7 79 118
7 80 24
7 81 58
7 82 113
7 83 47
7 84 119
7 85 54
7 86 162
7 87 7
7 88 179
7 89 43
7 90 171
7 91 164
7 92 55
7 93 56
7 94 161
7 95 44
7 96 96
7 97 147
7 98 65
7 99 26
8 9 193
8 10 95
8 11 171
8 12 17
8 13 79
8 14 47
8 15 119
8 16 153
8 17 40
8 18 180
8 19 64
8 20 26
8 21 67
8 22 52
8 23 133
8 24 30
8 25 126
8 26 15
8 27 76
8 28 104
8 29 180
8 30 174
8 31 57
8 32 110
8 33 148
8 34 75
8 35 148
8 36 187
8 37 50
8 38 152
8 39 128
8 40 20
8 41 179
8 42 146
8 43 39
8 44 1
8 45 172
8 46 192
8 47 78
8 48 82
8 49 16
8 50 128
8 51 91
8 52 73
8 53 64
8 54 48
8 55 8
8 56 143
8 57 88
8 58 78
8 59 175
8 60 159
8 61 122
8 62 170
8 63 46
8 64 27
8 65 36
8 66 84
8 67 36
8 68 27
8 69 153
8 70 180
8 71 37
8 72 99
8 73 72
8 74 147
8 75 1
8 76 53
8 77 184
8 78 32
8 79 69
8 80 88
8 81 113
8 82 7
8 83 61
8 84 67
8 85 44
8 86 96
8 87 32
8 88 184
8 89 26
8 90 41
8 91 39
8 92 78
8 93 46
8 94 86
8 95 82
8 96 78
8 97 110
8 98 198
8 99 198
9 10 104
9 11 78
9 12 195
9 13 66
9 14 13
9 15 85
9 16 28
9 17 19
9 18 145
9 19 156
9 20 140
9 21 27
9 22 168
9 23 151
9 24 25
9 25 99
9 26 82
9 27 77
9 28 149
9 29 161
9 30 127
9 31 186
9 32 125
9 33 0
9 34 24
9 35 134
9 36 170
9 37 134
9 38 15
9 39 61
9 40 190
9 41 2
9 42 11
9 43 43
9 44 122
9 45 126
9 46 192
9 47 31
9 48 87
9 49 44
9 50 70
9 51 43
9 52 39
9 53 100
9 54 153
9 55 60
9 56 75
9 57 134
9 58 194
9 59 200
9 60 27
9 61 132
9 62 64
9 63 127
9 64 44
9 65 183
9 66 192
9 67 85
9 68 178
9 69 104
9 70 69
9 71 39
9 72 121
9 73 137
9 74 89
9 75 46
9 76 99
9 77 78
9 78 41
9 79 123
9 80 137
9 81 70
9 82 127
9 83 17
9 84 131
9 85 142
9 86 124
9 87 73
9 88 113
9 89 49
9 90 19
9 91 37
9 92 85
9 93 68
9 94 92
9 95 109
9 96 139
9 97 76
9 98 11
9 99 101
10 11 56
10 12 31
10 13 8
10 14 40
10 15 196
10 16 64
10 17 109
10 18 24
10 19 4
10 20 114
10 21 94
10 22 62
10 23 39
10 24 134
10 25 1
10 26 119
10 27 33
10 28 63
10 29 119
10 30 94
10 31 82
10 32 63
10 33 137
10 34 120
10 35 67
10 36 37
10 37 38
10 38 121
10 39 177
10 40 4
10 41 79
10 42 164
10 43 45
10 44 7
10 45 46
10 46 58
10 47 161
10 48 91
10 49 44
10 50 98
10 51 167
10 52 95
10 53 160
10 54 48
10 55 178
10 56 160
10 57 120
10 58 62
10 59 151
10 60 134
10 61 83
10 62 186
10 63 101
10 64 16
10 65 90
10 66 10
10 67 136
10 68 176
10 69 121
10 70 15
10 71 71
10 72 106
10 73 143
10 74 60
10 75 94
10 76 130
10 77 77
10 78 167
10 79 52
10 80 130
10 81 23
10 82 98
10 83 174
10 84 182
10 85 164
10 86 57
10 87 192
10 88 156
10 89 100
10 90 194
10 91 177
10 92 137
10 93 40
10 94 104
10 95 199
10 96 66
10 97 116
10 98 92
10 99 129
11 12 162
11 13 73
11 14 35
11 15 186
11 16 53
11 17 188
11 18 104
11 19 77
11 20 85
11 21 9
11 22 165
11 23 62
11 24 109
11 25 86
11 26 96
11 27 128
11 28 92
11 29 119
11 30 154
11 31 103
11 32 89
11 33 192
11 34 84
11 35 111
11 36 194
11 37 3
11 38 60
11 39 31
11 40 136
11 41 124
11 42 173
11 43 119
11 44 165
11 45 103
11 46 110
11 47 188
11 48 171
11 49 115
11 50 30
11 51 166
11 52 66
11 53 173
11 54 182
11 55 196
11 56 80
11 57 176
11 58 111
11 59 158
11 60 96
11 61 94
11 62 138
11 63 188
11 64 64
11 65 53
11 66 163
11 67 137
11 68 64
11 69 113
11 70 112
11 71 96
11 72 129
11 73 49
11 74 91
11 75 151
11 76 146
11 77 21
11 78 59
11 79 132
11 80 147
11 81 194
11 82 174
11 83 135
11 84 183
11 85 79
11 86 126
11 87 147
11 88 125
11 89 54
11 90 168
11 91 11
11 92 96
11 93 129
11 94 182
11 95 13
11 96 52
11 97 20
11 98 97
11 99 179
12 13 66
12 14 198
12 15 156
12 16 189
12 17 185
12 18 108
12 19 91
12 20 94
12 21 40
12 22 180
12 23 82
12 24 183
12 25 111
12 26 79
12 27 171
12 28 62
12 29 147
12 30 83
12 31 52
12 32 120
12 33 16
12 34 71
12 35 90
12 36 27
12 37 67
12 38 61
12 39 140
12 40 161
12 41 17
12 42 197
12 43 25
12 44 46
12 45 33
12 46 20
12 47 159
12 48 173
12 49 28
12 50 24
12 51 132
12 52 102
12 53 128
12 54 63
12 55 91
12 56 80
12 57 18
12 58 73
12 59 159
12 60 138
12 61 157
12 62 171
12 63 176
12 64 107
12 65 120
12 66 85
12 67 43
12 68 150
12 69 200
12 70 158
12 71 160
12 72 157
12 73 53
12 74 3
12 75 187
12 76 9
12 77 158
12 78 15
12 79 103
12 80 175
12 81 25
12 82 175
12 83 157
12 84 84
12 85 40
12 86 110
12 87 176
12 88 185
12 89 183
12 90 57
12 91 131
12 92 74
12 93 5
12 94 19
12 95 97
12 96 35
12 97 110
12 98 60
12 99 61
13 14 75
13 15 88
13 16 171
13 17 166
13 18 35
13 19 18
13 20 116
13 21 161
13 22 9
13 23 41
13 24 131
13 25 93
13 26 81
13 27 153
13 28 54
13 29 98
13 30 8
13 31 178
13 32 116
13 33 54
13 34 112
13 35 75
13 36 94
13 37 12
13 38 184
13 39 103
13 40 87
13 41 97
13 42 45
13 43 77
13 44 192
13 45 104
13 46 159
13 47 117
13 48 22
13 49 55
13 50 146
13 51 5
13 52 77
13 53 183
13 54 178
13 55 73
13 56 124
13 57 174
13 58 18
13 59 118
13 60 10
13 61 189
13 62 21
13 63 0
13 64 10
13 65 49
13 66 69
13 67 178
13 68 165
13 69 22
13 70 61
13 71 46
13 72 56
13 73 157
13 74 155
13 75 55
13 76 108
13 77 80
13 78 154
13 79 103
13 80 130
13 81 130
13 82 144
13 83 89
13 84 114
13 85 116
13 86 172
13 87 85
13 88 110
13 89 10
13 90 62
13 91 51
13 92 134
13 93 151
13 94 175
13 95 177
13 96 195
13 97 2
13 98 198
13 99 121
14 15 21
14 16 73
14 17 102
14 18 142
14 19 115
14 20 181
14 21 132
14 22 70
14 23 53
14 24 129
14 25 15
14 26 157
14 27 146
14 28 94
14 29 15
14 30 170
14 31 7
14 32 34
14 33 8
14 34 195
14 35 20
14 36 61
14 37 7
14 38 65
14 39 8
14 40 103
14 41 2
14 42 197
14 43 183
14 44 182
14 45 151
14 46 31
14 47 38
14 48 120
14 49 36
14 50 51
14 51 129
14 52 9
14 53 126
14 54 164
14 55 64
14 56 182
14 57 132
14 58 42
14 59 102
14 60 50
14 61 138
14 62 12
14 63 107
14 64 177
14 65 183
14 66 157
14 67 69
14 68 191
14 69 188
14 70 116
14 71 174
14 72 185
14 73 123
14 74 141
14 75 99
14 76 173
14 77 168
14 78 136
14 79 149
14 80 193
14 81 186
14 82 114
14 83 155
14 84 162
14 85 14
14 86 43
14 87 4
14 88 8
14 89 84
14 90 8
14 91 200
14 92 38
14 93 143
14 94 112
14 95 13
14 96 75
14 97 60
14 98 123
14 99 0
15 16 169
15 17 75
15 18 159
15 19 71
15 20 149
15 21 15
15 22 99
15 23 52
15 24 28
15 25 158
15 26 22
15 27 45
15 28 42
15 29 154
15 30 43
15 31 61
15 32 200
15 33 2
15 34 174
15 35 144
15 36 67
15 37 120
15 38 100
15 39 105
15 40 170
15 41 82
15 42 193
15 43 186
15 44 121
15 45 95
15 46 113
15 47 42
15 48 60
15 49 155
15 50 193
15 51 133
15 52 185
15 53 112
15 54 78
15 55 130
15 56 5
15 57 154
15 58 99
15 59 175
15 60 114
15 61 38
15 62 26
15 63 79
15 64 162
15 65 163
15 66 92
15 67 127
15 68 17
15 69 23
15 70 190
15 71 120
15 72 46
15 73 107
15 74 98
15 75 118
15 76 106
15 77 35
15 78 189
15 79 85
15 80 62
15 81 138
15 82 88
15 83 154
15 84 190
15 85 95
15 86 143
15 87 39
15 88 133
15 89 126
15 90 178
15 91 11
15 92 92
15 93 42
15 94 178
15 95 199
15 96 80
15 97 94
15 98 78
15 99 176
16 17 70
16 18 153
16 19 70
16 20 185
16 21 175
16 22 97
16 23 164
16 24 179
16 25 180
16 26 98
16 27 21
16 28 1
16 29 189
16 30 110
16 31 101
16 32 106
16 33 60
16 34 140
16 35 48
16 36 106
16 37 183
16 38 65
16 39 65
16 40 153
16 41 6
16 42 198
16 43 36
16 44 99
16 45 57
16 46 35
16 47 17
16 48 26
16 49 86
16 50 60
16 51 122
16 52 101
16 53 67
16 54 34
16 55 177
16 56 175
16 57 113
16 58 112
16 59 109
16 60 14
16 61 159
16 62 73
16 63 115
16 64 100
16 65 114
16 66 89
16 67 178
16 68 78
16 69 165
16 70 178
16 71 23
16 72 103
16 73 26
16 74 98
16 75 66
16 76 127
16 77 15
16 78 83
16 79 176
16 80 108
16 81 112
16 82 78
16 83 95
16 84 15
16 85 107
16 86 15
16 87 106
16 88 80
16 89 123
16 90 111
16 91 154
16 92 41
16 93 86
16 94 7
16 95 139
16 96 155
16 97 52
16 98 161
16 99 167
17 18 2
17 19 60
17 20 156
17 21 3
17 22 148
17 23 146
17 24 161
17 25 170
17 26 73
17 27 119
17 28 125
17 29 2
17 30 18
17 31 143
17 32 18
17 33 118
17 34 72
17 35 65
17 36 54
17 37 182
17 38 76
17 39 168
17 40 48
17 41 121
17 42 118
17 43 124
17 44 17
17 45 151
17 46 164
17 47 104
17 48 8
17 49 70
17 50 126
17 51 19
17 52 154
17 53 125
17 54 197
17 55 183
17 56 20
17 57 185
17 58 189
17 59 51
17 60 19
17 61 76
17 62 168
17 63 73
17 64 36
17 65 15
17 66 2
17 67 167
17 68 84
17 69 140
17 70 120
17 71 123
17 72 78
17 73 62
17 74 52
17 75 126
17 76 78
17 77 189
17 78 138
17 79 113
17 80 70
17 81 11
17 82 195
17 83 12
17 84 110
17 85 196
17 86 53
17 87 114
17 88 19
17 89 42
17 90 192
17 91 89
17 92 107
17 93 124
17 94 84
