100 4935
0 1 158
0 2 24
0 3 15
0 4 10
0 5 169
0 6 124
0 7 57
0 8 148
0 9 106
0 10 153
0 11 194
0 12 61
0 13 85
0 14 154
0 15 65
0 16 66
0 17 14
0 18 98
0 19 2
0 20 64
0 21 98
0 22 62
0 23 9
0 24 185
0 25 171
0 26 139
0 27 185
0 28 55
0 29 51
0 30 109
0 31 37
0 32 157
0 33 23
0 34 188
0 35 128
0 36 129
0 37 27
0 38 15
0 39 141
0 40 0
0 41 23
0 42 110
0 43 117
0 44 185
0 45 88
0 46 87
0 47 7
0 48 63
0 49 58
0 50 15
0 51 199
0 52 29
0 53 192
0 54 173
0 55 65
0 56 31
0 57 39
0 58 118
0 59 54
0 60 136
0 61 71
0 62 98
0 63 4
0 64 145
0 65 91
0 66 181
0 67 87
0 68 156
0 69 3
0 70 198
0 71 41
0 72 101
0 73 165
0 74 116
0 75 123
0 76 18
0 77 46
0 78 181
0 79 78
0 80 93
0 81 175
0 82 144
0 83 61
0 84 84
0 85 94
0 86 62
0 87 171
0 88 44
0 89 54
0 90 194
0 91 53
0 92 36
0 93 138
0 94 150
0 95 17
0 96 145
0 97 116
0 98 0
0 99 55
1 2 40
1 3 105
1 4 55
1 5 50
1 6 185
1 7 120
1 8 135
1 9 109
1 10 151
1 11 200
1 12 26
1 13 102
1 14 88
1 15 8
1 16 73
1 17 173
1 18 194
1 19 93
1 20 72
1 21 34
1 22 48
1 23 28
1 24 96
1 25 109
1 26 97
1 27 15
1 28 6
1 29 101
1 30 185
1 31 179
1 32 3
1 33 134
1 34 95
1 35 41
1 36 45
1 37 199
1 38 19
1 39 193
1 40 193
1 41 132
1 42 64
1 43 190
1 44 56
1 45 146
1 46 113
1 47 68
1 48 25
1 49 160
1 50 88
1 51 122
1 52 66
1 53 80
1 54 10
1 55 148
1 56 61
1 57 51
1 58 184
1 59 118
1 60 10
1 61 169
1 62 122
1 63 100
1 64 190
1 65 144
1 66 172
1 67 28
1 68 183
1 69 114
1 70 40
1 71 169
1 72 179
1 73 194
1 74 196
1 75 141
1 76 120
1 77 173
1 78 154
1 79 110
1 80 162
1 81 31
1 82 12
1 83 161
1 84 60
1 85 179
1 86 58
1 87 149
1 88 175
1 89 53
1 90 143
1 91 3
1 92 5
1 93 37
1 94 77
1 95 46
1 96 167
1 97 69
1 98 179
1 99 102
2 3 0
2 4 146
2 5 3
2 6 101
2 7 79
2 8 79
2 9 96
2 10 169
2 11 19
2 12 71
2 13 135
2 14 45
2 15 3
2 16 16
2 17 16
2 18 62
2 19 83
2 20 157
2 21 2
2 22 102
2 23 148
2 24 95
2 25 103
2 26 162
2 27 22
2 28 187
2 29 159
2 30 53
2 31 101
2 32 134
2 33 50
2 34 0
2 35 108
2 36 149
2 37 40
2 38 153
2 39 63
2 40 182
2 41 50
2 42 136
2 43 93
2 44 76
2 45 198
2 46 89
2 47 133
2 48 31
2 49 117
2 50 180
2 51 189
2 52 39
2 53 87
2 54 135
2 55 191
2 56 150
2 57 56
2 58 136
2 59 72
2 60 3
2 61 125
2 62 141
2 63 86
2 64 166
2 65 64
2 66 67
2 67 158
2 68 97
2 69 19
2 70 133
2 71 101
2 72 117
2 73 152
2 74 148
2 75 179
2 76 14
2 77 5
2 78 47
2 79 169
2 80 109
2 81 135
2 82 154
2 83 168
2 84 33
2 85 102
2 86 86
2 87 57
2 88 44
2 89 175
2 90 156
2 91 18
2 92 83
2 93 45
2 94 113
2 95 41
2 96 133
2 97 194
2 98 103
2 99 96
3 4 32
3 5 99
3 6 110
3 7 125
3 8 179
3 9 85
3 10 105
3 11 113
3 12 85
3 13 64
3 14 49
3 15 74
3 16 150
3 17 121
3 18 153
3 19 15
3 20 46
3 21 28
3 22 193
3 23 166
3 24 102
3 25 126
3 26 4
3 27 79
3 28 18
3 29 154
3 30 133
3 31 81
3 32 84
3 33 169
3 34 174
3 35 142
3 36 70
3 37 127
3 38 147
3 39 175
3 40 157
3 41 161
3 42 78
3 43 101
3 44 11
3 45 105
3 46 153
3 47 122
3 48 193
3 49 110
3 50 14
3 51 171
3 52 25
3 53 91
3 54 181
3 55 84
3 56 186
3 57 31
3 58 145
3 59 108
3 60 103
3 61 120
3 62 9
3 63 99
3 64 185
3 65 5
3 66 174
3 67 71
3 68 7
3 69 49
3 70 78
3 71 12
3 72 169
3 73 93
3 74 138
3 75 167
3 76 151
3 77 107
3 78 61
3 79 190
3 80 146
3 81 132
3 82 190
3 83 192
3 84 93
3 85 48
3 86 167
3 87 107
3 88 71
3 89 40
3 90 149
3 91 180
3 92 49
3 93 120
3 94 42
3 95 193
3 96 43
3 97 32
3 98 94
3 99 113
4 5 144
4 6 121
4 7 80
4 8 183
4 9 106
4 10 179
4 11 145
4 12 179
4 13 88
4 14 48
4 15 54
4 16 136
4 17 92
4 18 66
4 19 92
4 20 24
4 21 125
4 22 93
4 23 31
4 24 94
4 25 165
4 26 46
4 27 25
4 28 131
4 29 175
4 30 131
4 31 6
4 32 105
4 33 136
4 34 136
4 35 166
4 36 131
4 37 92
4 38 97
4 39 121
4 40 17
4 41 193
4 42 174
4 43 29
4 44 68
4 45 41
4 46 196
4 47 166
4 48 148
4 49 40
4 50 22
4 51 74
4 52 99
4 53 46
4 54 137
4 55 138
4 56 156
4 57 145
4 58 168
4 59 71
4 60 176
4 61 20
4 62 99
