69 69
0 1 108
1 2 29
2 3 105
3 4 53
4 5 13
5 6 48
6 7 116
7 8 124
8 9 61
9 10 85
10 11 8
11 12 81
12 13 36
13 14 25
14 15 2
15 16 124
16 17 71
17 18 27
18 19 107
19 20 123
20 21 20
21 22 43
22 23 7
23 24 110
24 25 85
25 26 49
26 27 50
27 28 13
28 29 69
29 30 9
30 31 78
31 32 38
32 33 128
33 34 78
34 35 105
35 36 13
36 37 123
37 38 58
38 39 109
39 40 87
40 41 96
41 42 46
42 43 21
43 44 80
44 45 38
45 46 10
46 47 12
47 48 108
48 49 100
49 50 13
50 51 8
51 52 78
52 53 102
53 54 8
54 55 124
55 56 106
56 57 81
57 58 56
58 59 80
59 60 52
60 61 71
61 62 120
62 63 31
63 64 49
64 65 7
65 66 127
66 67 40
67 68 135
68 0 14
