66 66
0 1 10
1 2 86
2 3 17
3 4 39
4 5 95
5 6 5
6 7 95
7 8 78
8 9 41
9 10 15
10 11 18
11 12 132
12 13 41
13 14 89
14 15 79
15 16 39
16 17 123
17 18 21
18 19 37
19 20 89
20 21 87
21 22 66
22 23 126
23 24 101
24 25 41
25 26 17
26 27 16
27 28 96
28 29 69
29 30 37
30 31 96
31 32 34
32 33 64
33 34 96
34 35 98
35 36 2
36 37 19
37 38 54
38 39 1
39 40 61
40 41 59
41 42 118
42 43 72
43 44 50
44 45 16
45 46 97
46 47 115
47 48 68
48 49 84
49 50 83
50 51 4
51 52 78
52 53 73
53 54 83
54 55 10
55 56 96
56 57 101
57 58 35
58 59 90
59 60 47
60 61 62
61 62 74
62 63 119
63 64 94
64 65 75
65 0 75
