91 91
0 1 27
1 2 148
2 3 123
3 4 150
4 5 128
5 6 139
6 7 178
7 8 171
8 9 157
9 10 90
10 11 77
11 12 71
12 13 122
13 14 22
14 15 127
15 16 65
16 17 88
17 18 28
18 19 67
19 20 77
20 21 180
21 22 123
22 23 22
23 24 178
24 25 44
25 26 104
26 27 148
27 28 164
28 29 36
29 30 114
30 31 97
31 32 113
32 33 45
33 34 64
34 35 99
35 36 115
36 37 17
37 38 94
38 39 99
39 40 100
40 41 150
41 42 155
42 43 0
43 44 71
44 45 119
45 46 147
46 47 148
47 48 156
48 49 36
49 50 172
50 51 124
51 52 49
52 53 102
53 54 182
54 55 77
55 56 50
56 57 121
57 58 0
58 59 160
59 60 9
60 61 132
61 62 166
62 63 174
63 64 130
64 65 0
65 66 165
66 67 37
67 68 84
68 69 45
69 70 106
70 71 107
71 72 81
72 73 61
73 74 30
74 75 141
75 76 154
76 77 97
77 78 79
78 79 40
79 80 93
80 81 22
81 82 64
82 83 179
83 84 114
84 85 71
85 86 148
86 87 70
87 88 63
88 89 138
89 90 95
90 0 41
