100 3822
0 1 52
0 2 73
0 3 184
0 4 17
0 5 16
0 6 186
0 7 190
0 8 49
0 9 94
0 10 125
0 11 113
0 12 62
0 13 81
0 14 124
0 15 63
0 16 68
0 17 98
0 18 34
0 19 67
0 20 61
0 21 162
0 22 148
0 23 92
0 24 196
0 25 102
0 26 109
0 27 189
0 28 39
0 29 45
0 30 52
0 31 102
0 32 1
0 33 47
0 34 47
0 35 52
0 36 71
0 37 43
0 38 177
0 39 138
0 40 177
0 41 181
0 42 81
0 43 57
0 44 52
0 45 44
0 46 187
0 47 163
0 48 31
0 49 31
0 50 88
0 51 14
0 52 135
0 53 189
0 54 13
0 55 109
0 56 159
0 57 51
0 58 60
0 59 114
0 60 8
0 61 41
0 62 105
0 63 95
0 64 175
0 65 120
0 66 162
0 67 0
0 68 182
0 69 41
0 70 113
0 71 128
0 72 96
0 73 16
0 74 122
0 75 3
0 76 144
0 77 189
0 78 127
0 79 9
0 80 23
0 81 139
0 82 160
0 83 170
0 84 28
0 85 65
0 86 15
0 87 90
0 88 186
0 89 154
0 90 86
0 91 62
0 92 116
0 93 66
0 94 18
0 95 160
0 96 145
0 97 40
0 98 93
0 99 58
1 2 49
1 3 67
1 4 17
1 5 86
1 6 25
1 7 84
1 8 22
1 9 103
1 10 12
1 11 0
1 12 60
1 13 104
1 14 93
1 15 195
1 16 191
1 17 148
1 18 17
1 19 40
1 20 115
1 21 141
1 22 101
1 23 188
1 24 54
1 25 26
1 26 27
1 27 153
1 28 18
1 29 44
1 30 146
1 31 10
1 32 44
1 33 1
1 34 111
1 35 171
1 36 74
1 37 188
1 38 41
1 39 198
1 40 59
1 41 6
1 42 125
1 43 56
1 44 173
1 45 107
1 46 149
1 47 101
1 48 132
1 49 182
1 50 107
1 51 51
1 52 156
1 53 192
1 54 186
1 55 129
1 56 121
1 57 56
1 58 57
1 59 90
1 60 134
1 61 159
1 62 148
1 63 40
1 64 137
1 65 77
1 66 128
1 67 110
1 68 119
1 69 76
1 70 162
1 71 119
1 72 55
1 73 126
1 74 41
1 75 111
1 76 1
1 77 15
