76 76
0 1 44
1 2 135
2 3 97
3 4 149
4 5 77
5 6 87
6 7 128
7 8 3
8 9 107
9 10 142
10 11 70
11 12 41
12 13 28
13 14 138
14 15 73
15 16 125
16 17 133
17 18 148
18 19 28
19 20 105
20 21 127
21 22 114
22 23 29
23 24 9
24 25 41
25 26 50
26 27 118
27 28 40
28 29 133
29 30 140
30 31 120
31 32 138
32 33 66
33 34 12
34 35 44
35 36 90
36 37 45
37 38 65
38 39 114
39 40 5
40 41 21
41 42 146
42 43 143
43 44 76
44 45 90
45 46 4
46 47 152
47 48 22
48 49 112
49 50 120
50 51 46
51 52 107
52 53 115
53 54 76
54 55 107
55 56 133
56 57 126
57 58 21
58 59 0
59 60 28
60 61 137
61 62 5
62 63 79
63 64 56
64 65 7
65 66 97
66 67 146
67 68 107
68 69 28
69 70 145
70 71 134
71 72 54
72 73 114
73 74 11
74 75 64
75 0 64
