59 59
0 1 78
1 2 107
2 3 70
3 4 92
4 5 65
5 6 100
6 7 32
7 8 45
8 9 92
9 10 40
10 11 115
11 12 70
12 13 60
13 14 65
14 15 94
15 16 49
16 17 92
17 18 36
18 19 87
19 20 48
20 21 72
21 22 7
22 23 98
23 24 59
24 25 103
25 26 83
26 27 26
27 28 51
28 29 78
29 30 32
30 31 33
31 32 93
32 33 113
33 34 48
34 35 52
35 36 17
36 37 79
37 38 4
38 39 107
39 40 39
40 41 2
41 42 84
42 43 2
43 44 89
44 45 12
45 46 11
46 47 114
47 48 116
48 49 7
49 50 106
50 51 87
51 52 47
52 53 74
53 54 0
54 55 77
55 56 88
56 57 35
57 58 118
58 0 85
