79 79
0 1 101
1 2 119
2 3 23
3 4 3
4 5 116
5 6 82
6 7 13
7 8 143
8 9 50
9 10 117
10 11 95
11 12 81
12 13 65
13 14 70
14 15 67
15 16 9
16 17 125
17 18 51
18 19 58
19 20 70
20 21 142
21 22 49
22 23 52
23 24 20
24 25 82
25 26 104
26 27 88
27 28 109
28 29 117
29 30 22
30 31 36
31 32 5
32 33 115
33 34 87
34 35 131
35 36 129
36 37 19
37 38 127
38 39 57
39 40 7
40 41 137
41 42 8
42 43 81
43 44 19
44 45 43
45 46 93
46 47 51
47 48 128
48 49 105
49 50 121
50 51 101
51 52 76
52 53 73
53 54 117
54 55 6
55 56 115
56 57 25
57 58 104
58 59 10
59 60 92
60 61 27
61 62 49
62 63 34
63 64 59
64 65 24
65 66 154
66 67 30
67 68 143
68 69 47
69 70 4
70 71 106
71 72 81
72 73 13
73 74 131
74 75 152
75 76 99
76 77 19
77 78 52
78 0 29
