65 65
0 1 55
1 2 46
2 3 10
3 4 75
4 5 96
5 6 115
6 7 120
7 8 128
8 9 81
9 10 127
10 11 15
11 12 83
12 13 65
13 14 128
14 15 75
15 16 99
16 17 31
17 18 10
18 19 115
19 20 38
20 21 52
21 22 34
22 23 92
23 24 91
24 25 26
25 26 99
26 27 96
27 28 37
28 29 63
29 30 126
30 31 25
31 32 40
32 33 77
33 34 39
34 35 126
35 36 24
36 37 29
37 38 23
38 39 47
39 40 0
40 41 105
41 42 55
42 43 34
43 44 102
44 45 106
45 46 89
46 47 115
47 48 62
48 49 34
49 50 28
50 51 88
51 52 87
52 53 2
53 54 82
54 55 62
55 56 57
56 57 24
57 58 95
58 59 35
59 60 100
60 61 94
61 62 88
62 63 47
63 64 69
64 0 62
