100 1295
0 1 185
0 2 9
0 3 15
0 4 115
0 5 28
0 6 117
0 7 160
0 8 119
0 9 1
0 10 112
0 11 92
0 12 137
0 13 145
0 14 182
0 15 184
0 16 134
0 17 68
0 18 97
0 19 31
0 20 59
0 21 123
0 22 178
0 23 80
0 24 63
0 25 7
0 26 59
0 27 172
0 28 198
0 29 54
0 30 149
0 31 189
0 32 184
0 33 137
0 34 82
0 35 187
0 36 186
0 37 193
0 38 54
0 39 29
0 40 7
0 41 180
0 42 159
0 43 103
0 44 27
0 45 82
0 46 48
0 47 127
0 48 7
0 49 105
0 50 144
0 51 129
0 52 85
0 53 173
0 54 11
0 55 130
0 56 51
0 57 22
0 58 179
0 59 18
0 60 149
0 61 27
0 62 106
0 63 68
0 64 172
0 65 46
0 66 17
0 67 1
0 68 108
0 69 103
0 70 81
0 71 83
0 72 76
0 73 109
0 74 176
0 75 170
0 76 40
0 77 114
0 78 88
0 79 39
0 80 179
0 81 124
0 82 142
0 83 36
0 84 1
0 85 192
0 86 38
0 87 191
0 88 107
0 89 189
0 90 0
0 91 9
0 92 43
0 93 120
0 94 78
0 95 75
0 96 23
0 97 105
0 98 68
0 99 103
1 2 82
1 3 180
1 4 102
1 5 141
1 6 73
1 7 149
1 8 188
1 9 89
1 10 42
1 11 147
1 12 47
1 13 42
1 14 70
1 15 50
1 16 61
1 17 124
1 18 61
1 19 101
1 20 105
1 21 20
1 22 90
1 23 197
1 24 158
1 25 33
1 26 21
1 27 15
1 28 50
1 29 66
1 30 79
1 31 63
1 32 81
1 33 181
1 34 106
1 35 71
1 36 140
1 37 86
1 38 155
1 39 11
1 40 94
1 41 165
1 42 178
1 43 188
1 44 13
1 45 47
1 46 177
1 47 149
1 48 65
1 49 133
1 50 57
1 51 40
1 52 18
1 53 65
1 54 128
1 55 8
1 56 28
1 57 57
1 58 67
1 59 9
1 60 87
1 61 73
1 62 53
1 63 17
1 64 117
1 65 41
1 66 69
1 67 89
1 68 141
1 69 109
1 70 0
1 71 160
1 72 165
1 73 46
1 74 167
1 75 91
1 76 65
1 77 27
1 78 27
1 79 55
1 80 81
1 81 158
1 82 146
1 83 77
1 84 20
1 85 136
1 86 32
1 87 6
1 88 44
1 89 85
1 90 91
1 91 4
1 92 132
1 93 161
1 94 122
1 95 154
1 96 49
1 97 188
1 98 52
1 99 17
2 3 24
2 4 40
2 5 48
2 6 200
2 7 97
2 8 192
2 9 87
2 10 49
2 11 174
2 12 77
2 13 159
2 14 44
2 15 36
2 16 162
2 17 5
2 18 197
2 19 19
2 20 3
2 21 157
2 22 1
2 23 175
2 24 48
2 25 146
2 26 57
2 27 99
2 28 68
2 29 8
2 30 161
2 31 124
2 32 169
2 33 50
2 34 157
2 35 129
2 36 99
2 37 148
2 38 132
2 39 76
2 40 143
2 41 90
2 42 177
2 43 199
2 44 114
2 45 150
2 46 62
2 47 166
2 48 46
2 49 119
2 50 154
2 51 36
2 52 127
2 53 184
2 54 121
2 55 50
2 56 103
2 57 181
2 58 107
2 59 33
2 60 100
2 61 135
2 62 39
2 63 136
2 64 38
2 65 93
2 66 118
2 67 156
2 68 16
2 69 83
2 70 20
2 71 79
2 72 161
2 73 151
2 74 189
2 75 192
2 76 188
2 77 136
2 78 28
2 79 145
2 80 41
2 81 166
2 82 112
2 83 181
2 84 101
2 85 68
2 86 170
2 87 97
2 88 161
2 89 24
2 90 52
2 91 31
2 92 7
2 93 31
2 94 169
2 95 105
2 96 181
2 97 5
2 98 100
2 99 63
3 4 1
3 5 150
3 6 25
3 7 109
3 8 172
3 9 123
3 10 145
3 11 124
3 12 117
3 13 93
3 14 44
3 15 74
3 16 58
3 17 35
3 18 164
3 19 200
3 20 29
3 21 83
3 22 90
3 23 133
3 24 20
3 25 158
3 26 162
3 27 99
3 28 177
3 29 14
3 30 59
3 31 24
3 32 15
3 33 52
3 34 23
3 35 154
3 36 86
3 37 4
3 38 185
3 39 107
3 40 50
3 41 49
3 42 138
3 43 33
3 44 183
3 45 33
3 46 104
3 47 40
3 48 86
3 49 119
3 50 59
3 51 118
3 52 188
3 53 137
3 54 94
3 55 177
3 56 94
3 57 77
3 58 96
3 59 69
3 60 1
3 61 121
3 62 105
3 63 2
3 64 47
3 65 78
3 66 89
3 67 3
3 68 25
3 69 49
3 70 103
3 71 43
3 72 45
3 73 191
3 74 116
3 75 170
3 76 196
3 77 37
3 78 72
3 79 190
3 80 193
3 81 84
3 82 47
3 83 180
3 84 24
3 85 103
3 86 112
3 87 178
3 88 42
3 89 98
3 90 185
3 91 51
3 92 139
3 93 143
3 94 189
3 95 83
3 96 35
3 97 66
3 98 142
3 99 93
4 5 124
4 6 136
4 7 14
4 8 23
4 9 46
4 10 155
4 11 78
4 12 175
4 13 7
4 14 196
4 15 141
4 16 20
4 17 75
4 18 182
4 19 48
4 20 68
4 21 44
4 22 62
4 23 45
4 24 73
4 25 144
4 26 193
4 27 143
4 28 182
4 29 98
4 30 165
4 31 187
4 32 108
4 33 46
4 34 38
4 35 116
4 36 75
4 37 193
4 38 156
4 39 2
4 40 47
4 41 25
4 42 26
4 43 126
4 44 105
4 45 83
4 46 134
4 47 15
4 48 54
4 49 22
4 50 129
4 51 196
4 52 179
4 53 63
4 54 18
4 55 141
4 56 174
4 57 137
4 58 63
4 59 170
4 60 80
4 61 86
4 62 194
4 63 191
4 64 123
4 65 20
4 66 67
4 67 94
4 68 97
4 69 193
4 70 119
4 71 169
4 72 67
4 73 5
4 74 2
4 75 109
4 76 127
4 77 106
4 78 141
4 79 89
4 80 151
4 81 75
4 82 51
4 83 57
4 84 197
4 85 160
4 86 192
4 87 84
4 88 145
4 89 121
4 90 146
4 91 120
4 92 57
4 93 139
4 94 94
4 95 24
4 96 115
4 97 30
4 98 67
4 99 16
5 6 77
5 7 29
5 8 66
5 9 82
5 10 135
5 11 98
5 12 105
5 13 117
5 14 149
5 15 21
5 16 101
5 17 125
5 18 97
5 19 85
5 20 44
5 21 17
5 22 64
5 23 23
5 24 182
5 25 40
5 26 139
5 27 87
5 28 116
5 29 51
5 30 43
5 31 122
5 32 116
5 33 78
5 34 169
5 35 184
5 36 40
5 37 169
5 38 124
5 39 40
5 40 98
5 41 22
5 42 170
5 43 145
5 44 85
5 45 81
5 46 29
5 47 83
5 48 52
5 49 175
5 50 136
5 51 75
5 52 29
5 53 77
5 54 43
5 55 130
5 56 132
5 57 84
5 58 31
5 59 129
5 60 85
