100 2100
0 1 164
0 2 10
0 3 7
0 4 63
0 5 18
0 6 94
0 7 172
0 8 188
0 9 195
0 10 131
0 11 47
0 12 38
0 13 66
0 14 109
0 15 32
0 16 161
0 17 7
0 18 161
0 19 103
0 20 167
0 21 192
0 22 26
0 23 53
0 24 45
0 25 19
0 26 95
0 27 145
0 28 63
0 29 150
0 30 88
0 31 4
0 32 110
0 33 183
0 34 131
0 35 143
0 36 15
0 37 117
0 38 17
0 39 14
0 40 155
0 41 69
0 42 52
0 43 57
0 44 199
0 45 184
0 46 196
0 47 149
0 48 119
0 49 8
0 50 188
0 51 127
0 52 105
0 53 2
0 54 91
0 55 60
0 56 139
0 57 28
0 58 41
0 59 101
0 60 128
0 61 122
0 62 176
0 63 151
0 64 133
0 65 121
0 66 54
0 67 101
0 68 24
0 69 28
0 70 112
0 71 102
0 72 70
0 73 137
0 74 93
0 75 112
0 76 121
0 77 118
0 78 36
0 79 143
0 80 197
0 81 200
0 82 69
0 83 105
0 84 56
0 85 31
0 86 33
0 87 1
0 88 36
0 89 155
0 90 195
0 91 106
0 92 177
0 93 117
0 94 144
0 95 53
0 96 183
0 97 79
0 98 154
0 99 176
1 2 133
1 3 50
1 4 152
1 5 42
1 6 138
1 7 175
1 8 75
1 9 161
1 10 19
1 11 60
1 12 91
1 13 161
1 14 104
1 15 5
1 16 60
1 17 155
1 18 50
1 19 66
1 20 156
1 21 26
1 22 140
1 23 24
1 24 59
1 25 124
1 26 128
1 27 181
1 28 86
1 29 83
1 30 26
1 31 66
1 32 76
1 33 90
1 34 104
1 35 14
1 36 150
1 37 175
1 38 67
1 39 111
1 40 32
1 41 110
1 42 179
1 43 186
1 44 83
1 45 81
1 46 153
1 47 35
1 48 20
1 49 97
1 50 122
1 51 17
1 52 130
1 53 9
1 54 154
1 55 6
1 56 36
1 57 54
1 58 119
1 59 33
1 60 199
1 61 105
1 62 28
1 63 48
1 64 12
1 65 103
1 66 89
1 67 149
1 68 82
1 69 41
1 70 93
1 71 129
1 72 150
1 73 162
1 74 146
1 75 33
1 76 41
1 77 48
1 78 98
1 79 43
1 80 148
1 81 67
1 82 57
