100 4320
0 1 0
0 2 81
0 3 82
0 4 60
0 5 2
0 6 135
0 7 1
0 8 146
0 9 138
0 10 144
0 11 129
0 12 156
0 13 2
0 14 42
0 15 86
0 16 118
0 17 139
0 18 54
0 19 166
0 20 100
0 21 165
0 22 22
0 23 160
0 24 120
0 25 92
0 26 180
0 27 24
0 28 198
0 29 101
0 30 55
0 31 55
0 32 105
0 33 82
0 34 174
0 35 6
0 36 83
0 37 95
0 38 58
0 39 13
0 40 24
0 41 136
0 42 116
0 43 89
0 44 130
0 45 180
0 46 122
0 47 8
0 48 98
0 49 163
0 50 86
0 51 2
0 52 50
0 53 159
0 54 152
0 55 13
0 56 91
0 57 175
0 58 20
0 59 86
0 60 50
0 61 25
0 62 104
0 63 35
0 64 70
0 65 23
0 66 134
0 67 94
0 68 120
0 69 30
0 70 17
0 71 145
0 72 80
0 73 187
0 74 166
0 75 151
0 76 49
0 77 175
0 78 25
0 79 98
0 80 108
0 81 22
0 82 51
0 83 31
0 84 183
0 85 4
0 86 88
0 87 43
0 88 124
0 89 60
0 90 121
0 91 135
0 92 90
0 93 38
0 94 25
0 95 58
0 96 185
0 97 132
0 98 150
0 99 192
1 2 197
1 3 79
1 4 132
1 5 103
1 6 143
1 7 180
1 8 186
1 9 38
1 10 31
1 11 181
1 12 17
1 13 18
1 14 7
1 15 96
1 16 41
1 17 51
1 18 19
1 19 143
1 20 99
1 21 84
1 22 14
1 23 34
1 24 119
1 25 192
1 26 112
1 27 44
1 28 163
1 29 184
1 30 78
1 31 123
1 32 177
1 33 131
1 34 59
1 35 0
1 36 85
1 37 166
1 38 47
1 39 173
1 40 95
1 41 115
1 42 73
1 43 190
1 44 31
1 45 56
1 46 129
1 47 128
1 48 200
1 49 40
1 50 173
1 51 139
1 52 141
1 53 180
1 54 123
1 55 67
1 56 57
1 57 109
1 58 101
1 59 5
1 60 58
1 61 83
1 62 101
1 63 148
1 64 97
1 65 81
1 66 146
1 67 16
1 68 144
1 69 19
1 70 74
1 71 13
1 72 26
1 73 27
1 74 145
1 75 27
1 76 34
1 77 36
1 78 149
1 79 27
1 80 6
1 81 165
1 82 14
1 83 67
