100 1380
0 1 111
0 2 105
0 3 29
0 4 187
0 5 97
0 6 159
0 7 139
0 8 165
0 9 199
0 10 114
0 11 30
0 12 155
0 13 198
0 14 75
0 15 44
0 16 39
0 17 79
0 18 152
0 19 14
0 20 155
0 21 17
0 22 62
0 23 22
0 24 147
0 25 40
0 26 184
0 27 200
0 28 54
0 29 193
0 30 51
0 31 170
0 32 125
0 33 14
0 34 161
0 35 111
0 36 185
0 37 152
0 38 92
0 39 155
0 40 151
0 41 157
0 42 198
0 43 118
0 44 44
0 45 12
0 46 73
0 47 108
0 48 184
0 49 13
0 50 200
0 51 56
0 52 182
0 53 71
0 54 53
0 55 143
0 56 69
0 57 103
0 58 23
0 59 174
0 60 148
0 61 3
0 62 153
0 63 42
0 64 134
0 65 200
0 66 52
0 67 163
0 68 49
0 69 48
0 70 95
0 71 182
0 72 13
0 73 38
0 74 152
0 75 111
0 76 147
0 77 0
0 78 135
0 79 141
0 80 149
0 81 147
0 82 1
0 83 79
0 84 23
0 85 9
0 86 143
0 87 85
0 88 58
0 89 40
0 90 60
0 91 135
0 92 16
0 93 2
0 94 133
0 95 178
0 96 19
0 97 71
0 98 9
0 99 19
1 2 36
1 3 74
1 4 194
1 5 132
1 6 172
1 7 176
1 8 180
1 9 7
1 10 125
1 11 124
1 12 13
1 13 9
1 14 200
1 15 20
1 16 135
1 17 176
1 18 37
1 19 79
1 20 193
1 21 119
1 22 68
1 23 97
1 24 88
1 25 192
1 26 81
1 27 186
1 28 124
1 29 169
1 30 27
1 31 92
1 32 149
1 33 168
1 34 21
1 35 151
1 36 75
1 37 178
1 38 104
1 39 60
1 40 99
1 41 105
1 42 149
1 43 125
1 44 7
1 45 52
1 46 42
1 47 13
1 48 186
1 49 90
1 50 117
1 51 148
1 52 181
1 53 169
1 54 116
1 55 50
1 56 19
1 57 83
1 58 109
1 59 122
1 60 96
1 61 166
1 62 143
1 63 70
1 64 89
1 65 130
1 66 31
1 67 130
1 68 188
1 69 104
1 70 72
1 71 66
1 72 6
1 73 57
1 74 139
1 75 51
1 76 20
1 77 67
1 78 115
1 79 149
1 80 9
1 81 16
1 82 182
1 83 83
1 84 116
1 85 13
1 86 120
1 87 197
1 88 38
1 89 40
1 90 102
1 91 124
1 92 50
1 93 6
1 94 85
1 95 82
1 96 92
1 97 187
1 98 26
1 99 152
2 3 41
2 4 118
2 5 2
2 6 68
2 7 78
2 8 23
2 9 20
2 10 160
2 11 37
2 12 197
2 13 194
2 14 93
2 15 62
2 16 147
2 17 20
2 18 134
2 19 77
2 20 8
2 21 17
2 22 12
2 23 14
2 24 159
2 25 89
2 26 25
2 27 6
2 28 97
2 29 93
2 30 108
2 31 42
2 32 3
2 33 167
2 34 51
2 35 120
2 36 139
2 37 49
2 38 34
2 39 153
2 40 12
2 41 123
2 42 120
2 43 162
2 44 21
2 45 130
2 46 148
2 47 53
2 48 182
2 49 91
2 50 99
2 51 111
2 52 164
2 53 196
2 54 95
2 55 103
2 56 151
2 57 131
2 58 172
2 59 109
2 60 168
2 61 10
2 62 124
2 63 128
2 64 124
2 65 9
2 66 42
2 67 155
2 68 147
2 69 66
2 70 164
2 71 50
2 72 0
2 73 67
2 74 148
2 75 118
2 76 69
2 77 168
2 78 152
2 79 17
2 80 132
2 81 181
2 82 192
2 83 190
2 84 31
2 85 200
2 86 61
2 87 156
2 88 196
2 89 103
2 90 141
2 91 17
2 92 104
2 93 64
2 94 70
2 95 159
2 96 83
2 97 41
2 98 78
2 99 170
3 4 89
3 5 41
3 6 17
3 7 151
3 8 85
3 9 167
3 10 87
3 11 29
3 12 46
3 13 99
3 14 150
3 15 95
3 16 177
3 17 45
3 18 16
3 19 87
3 20 126
3 21 122
3 22 40
3 23 2
3 24 197
3 25 121
3 26 157
3 27 38
3 28 141
3 29 150
3 30 168
3 31 173
3 32 132
3 33 16
3 34 45
3 35 107
3 36 6
3 37 195
3 38 88
3 39 192
3 40 10
3 41 195
3 42 2
3 43 20
3 44 134
3 45 172
3 46 34
3 47 145
3 48 108
3 49 122
3 50 53
3 51 155
3 52 173
3 53 49
3 54 70
3 55 187
3 56 95
3 57 138
3 58 154
3 59 64
3 60 55
3 61 42
3 62 89
3 63 83
3 64 24
3 65 112
3 66 48
3 67 12
3 68 55
3 69 91
3 70 45
3 71 172
3 72 75
3 73 11
3 74 71
3 75 170
3 76 68
3 77 15
3 78 4
3 79 68
3 80 13
3 81 11
3 82 92
3 83 172
3 84 163
3 85 86
3 86 32
3 87 193
3 88 193
3 89 103
3 90 12
3 91 50
3 92 90
3 93 46
3 94 20
3 95 161
3 96 95
3 97 117
3 98 49
3 99 55
4 5 72
4 6 28
4 7 50
4 8 166
4 9 83
4 10 145
4 11 190
4 12 198
4 13 160
4 14 58
4 15 122
4 16 70
4 17 13
4 18 39
4 19 61
4 20 95
4 21 144
4 22 189
4 23 89
4 24 65
4 25 44
4 26 129
4 27 199
4 28 165
4 29 25
4 30 21
4 31 67
4 32 166
4 33 25
4 34 170
4 35 15
4 36 190
4 37 98
4 38 125
4 39 105
4 40 162
4 41 17
4 42 71
4 43 53
4 44 127
4 45 88
4 46 6
4 47 156
4 48 3
4 49 193
4 50 140
4 51 174
4 52 24
4 53 97
4 54 82
4 55 59
4 56 199
4 57 33
4 58 50
4 59 80
4 60 66
4 61 173
4 62 73
4 63 105
4 64 174
4 65 149
4 66 98
4 67 14
4 68 115
4 69 179
4 70 111
4 71 104
4 72 56
4 73 180
4 74 33
4 75 134
4 76 121
4 77 48
4 78 95
4 79 177
4 80 86
4 81 44
4 82 165
4 83 158
4 84 63
4 85 144
4 86 100
4 87 114
4 88 59
4 89 89
4 90 152
4 91 31
4 92 65
4 93 179
4 94 182
4 95 6
4 96 196
4 97 61
4 98 55
4 99 125
5 6 28
5 7 110
5 8 168
5 9 153
5 10 196
5 11 49
5 12 53
5 13 178
5 14 35
5 15 104
5 16 54
5 17 129
5 18 162
5 19 149
5 20 80
5 21 190
5 22 159
5 23 102
5 24 171
5 25 115
5 26 188
5 27 85
5 28 42
5 29 71
5 30 153
5 31 60
5 32 48
5 33 41
5 34 191
5 35 16
5 36 59
5 37 165
5 38 65
5 39 123
5 40 77
5 41 153
5 42 196
5 43 159
5 44 44
5 45 136
5 46 147
5 47 84
5 48 144
5 49 53
5 50 26
5 51 9
5 52 117
5 53 92
