100 1710
0 1 97
0 2 97
0 3 63
0 4 119
0 5 150
0 6 41
0 7 37
0 8 155
0 9 164
0 10 89
0 11 145
0 12 86
0 13 81
0 14 109
0 15 163
0 16 170
0 17 175
0 18 113
0 19 150
0 20 197
0 21 128
0 22 118
0 23 124
0 24 79
0 25 174
0 26 27
0 27 105
0 28 48
0 29 38
0 30 17
0 31 182
0 32 60
0 33 198
0 34 11
0 35 158
0 36 130
0 37 4
0 38 193
0 39 17
0 40 170
0 41 160
0 42 45
0 43 182
0 44 89
0 45 169
0 46 78
0 47 184
0 48 118
0 49 63
0 50 93
0 51 101
0 52 175
0 53 156
0 54 96
0 55 112
0 56 173
0 57 81
0 58 18
0 59 197
0 60 93
0 61 9
0 62 121
0 63 197
0 64 7
0 65 154
0 66 129
0 67 108
0 68 194
0 69 123
0 70 111
0 71 19
0 72 85
0 73 34
0 74 118
0 75 182
0 76 24
0 77 194
0 78 42
0 79 19
0 80 75
0 81 23
0 82 195
0 83 7
0 84 4
0 85 161
0 86 60
0 87 171
0 88 122
0 89 146
0 90 129
0 91 137
0 92 63
0 93 105
0 94 61
0 95 15
0 96 11
0 97 8
0 98 160
0 99 125
1 2 70
1 3 165
1 4 32
1 5 195
1 6 65
1 7 100
1 8 90
1 9 163
1 10 99
1 11 86
1 12 144
1 13 71
1 14 8
1 15 51
1 16 71
1 17 20
1 18 198
1 19 149
1 20 36
1 21 69
1 22 169
1 23 182
1 24 95
1 25 79
1 26 87
1 27 114
1 28 169
1 29 200
1 30 2
1 31 132
1 32 105
1 33 40
1 34 37
1 35 172
1 36 78
1 37 200
1 38 149
1 39 110
1 40 72
1 41 48
1 42 56
1 43 119
1 44 128
1 45 39
1 46 90
1 47 125
1 48 180
1 49 6
1 50 150
1 51 55
1 52 105
1 53 65
1 54 45
1 55 192
1 56 43
1 57 15
1 58 105
1 59 101
1 60 84
1 61 29
1 62 195
1 63 176
1 64 187
1 65 186
1 66 89
1 67 80
1 68 5
1 69 153
1 70 170
1 71 90
1 72 176
1 73 181
1 74 200
1 75 126
1 76 163
1 77 10
1 78 99
1 79 3
1 80 53
1 81 198
1 82 17
1 83 85
1 84 29
1 85 161
1 86 136
1 87 109
1 88 65
1 89 149
1 90 1
1 91 113
1 92 185
1 93 118
1 94 133
1 95 182
1 96 4
1 97 18
1 98 175
1 99 140
2 3 85
2 4 116
2 5 146
2 6 170
2 7 22
2 8 31
2 9 86
2 10 80
2 11 104
2 12 144
2 13 34
2 14 145
2 15 45
2 16 130
2 17 85
2 18 5
2 19 42
2 20 139
2 21 185
2 22 119
2 23 151
2 24 176
2 25 10
2 26 144
2 27 185
2 28 138
2 29 167
2 30 12
2 31 186
2 32 117
2 33 57
2 34 28
2 35 113
2 36 62
2 37 184
2 38 61
2 39 42
2 40 5
2 41 182
2 42 11
2 43 46
2 44 188
2 45 2
2 46 98
2 47 60
2 48 171
2 49 196
2 50 116
2 51 29
2 52 155
2 53 102
2 54 79
2 55 81
2 56 85
2 57 31
2 58 37
2 59 159
2 60 142
2 61 37
2 62 77
2 63 11
2 64 144
2 65 77
2 66 68
2 67 33
2 68 137
2 69 16
2 70 113
2 71 157
2 72 19
2 73 177
2 74 182
2 75 116
2 76 112
2 77 68
2 78 46
2 79 86
2 80 20
2 81 137
2 82 171
2 83 114
2 84 150
2 85 130
2 86 26
2 87 113
2 88 68
2 89 143
2 90 44
2 91 73
2 92 171
2 93 200
2 94 93
2 95 164
2 96 65
2 97 186
2 98 78
2 99 71
3 4 81
3 5 118
3 6 74
3 7 142
3 8 15
3 9 107
3 10 114
3 11 150
3 12 90
3 13 34
3 14 164
3 15 152
3 16 170
3 17 91
3 18 49
3 19 63
3 20 78
3 21 104
3 22 40
3 23 76
