100 2394
0 1 146
0 2 6
0 3 31
0 4 186
0 5 49
0 6 144
0 7 121
0 8 62
0 9 29
0 10 173
0 11 184
0 12 115
0 13 43
0 14 12
0 15 116
0 16 138
0 17 182
0 18 184
0 19 24
0 20 193
0 21 62
0 22 16
0 23 161
0 24 15
0 25 92
0 26 197
0 27 117
0 28 6
0 29 7
0 30 60
0 31 48
0 32 84
0 33 1
0 34 34
0 35 139
0 36 135
0 37 151
0 38 32
0 39 148
0 40 194
0 41 46
0 42 187
0 43 27
0 44 75
0 45 27
0 46 20
0 47 29
0 48 92
0 49 5
0 50 91
0 51 140
0 52 168
0 53 12
0 54 113
0 55 4
0 56 176
0 57 8
0 58 63
0 59 87
0 60 6
0 61 91
0 62 111
0 63 86
0 64 17
0 65 16
0 66 133
0 67 39
0 68 7
0 69 78
0 70 56
0 71 45
0 72 46
0 73 48
0 74 122
0 75 25
0 76 130
0 77 151
0 78 155
0 79 46
0 80 54
0 81 183
0 82 13
0 83 78
0 84 151
0 85 143
0 86 5
0 87 169
0 88 112
0 89 36
0 90 175
0 91 65
0 92 130
0 93 19
0 94 117
0 95 66
0 96 91
0 97 8
0 98 140
0 99 151
1 2 31
1 3 101
1 4 55
1 5 135
1 6 22
1 7 34
1 8 186
1 9 64
1 10 134
1 11 25
1 12 119
1 13 158
1 14 134
1 15 122
1 16 36
1 17 111
1 18 77
1 19 110
1 20 158
1 21 95
1 22 116
1 23 124
1 24 97
1 25 176
1 26 83
1 27 95
1 28 48
1 29 130
1 30 165
1 31 71
1 32 148
1 33 30
1 34 26
1 35 160
1 36 40
1 37 110
1 38 120
1 39 74
1 40 182
1 41 149
1 42 77
1 43 165
1 44 129
1 45 164
1 46 47
1 47 21
1 48 75
1 49 28
1 50 75
1 51 103
1 52 67
1 53 194
1 54 197
1 55 155
1 56 94
1 57 169
1 58 105
1 59 98
1 60 173
1 61 130
1 62 105
1 63 19
1 64 182
1 65 85
1 66 29
1 67 47
1 68 76
1 69 47
1 70 165
1 71 175
1 72 10
1 73 152
1 74 197
1 75 135
1 76 5
1 77 74
1 78 180
1 79 25
1 80 159
1 81 103
1 82 107
1 83 160
1 84 168
1 85 59
1 86 169
1 87 148
1 88 109
1 89 65
1 90 139
1 91 81
1 92 80
1 93 92
1 94 1
1 95 27
1 96 21
1 97 155
1 98 159
1 99 77
2 3 19
2 4 0
2 5 196
2 6 134
2 7 140
2 8 170
2 9 84
2 10 91
2 11 167
2 12 35
2 13 47
2 14 181
2 15 27
2 16 81
2 17 15
2 18 100
2 19 59
2 20 133
2 21 38
2 22 78
2 23 44
2 24 127
2 25 155
2 26 175
2 27 6
2 28 135
2 29 69
2 30 5
2 31 12
2 32 149
2 33 72
2 34 114
2 35 69
2 36 83
2 37 106
2 38 11
2 39 58
2 40 173
2 41 119
2 42 42
2 43 139
2 44 182
2 45 88
2 46 148
2 47 98
2 48 132
2 49 75
2 50 98
2 51 12
2 52 45
2 53 25
2 54 71
2 55 45
2 56 163
2 57 10
2 58 109
2 59 175
2 60 44
2 61 35
2 62 24
2 63 130
2 64 158
2 65 3
2 66 102
2 67 88
2 68 182
2 69 21
2 70 135
2 71 16
2 72 156
2 73 61
2 74 114
2 75 2
2 76 182
2 77 45
2 78 150
2 79 113
2 80 46
2 81 153
2 82 3
2 83 141
2 84 83
2 85 165
2 86 123
2 87 154
2 88 13
2 89 157
2 90 34
2 91 79
2 92 65
2 93 172
2 94 129
2 95 190
2 96 176
2 97 7
2 98 140
2 99 43
3 4 110
3 5 85
3 6 9
3 7 127
3 8 102
3 9 55
3 10 156
3 11 179
3 12 26
3 13 35
3 14 73
3 15 184
3 16 177
3 17 9
3 18 52
3 19 24
3 20 192
3 21 185
3 22 170
3 23 193
3 24 51
3 25 4
3 26 153
3 27 127
3 28 53
3 29 4
3 30 93
3 31 163
3 32 200
3 33 112
3 34 147
3 35 66
3 36 102
3 37 22
3 38 145
3 39 187
3 40 176
3 41 36
3 42 62
3 43 175
3 44 33
3 45 184
3 46 117
3 47 155
3 48 82
3 49 178
3 50 184
3 51 188
3 52 189
3 53 175
3 54 38
3 55 139
3 56 168
3 57 198
3 58 100
3 59 19
3 60 47
3 61 14
3 62 89
3 63 87
3 64 156
3 65 172
3 66 114
3 67 89
3 68 90
3 69 129
3 70 132
3 71 87
3 72 139
3 73 121
3 74 21
3 75 158
3 76 51
3 77 187
3 78 167
3 79 166
3 80 200
3 81 90
3 82 43
3 83 15
3 84 116
3 85 196
3 86 117
3 87 52
3 88 87
3 89 86
3 90 80
3 91 73
3 92 67
3 93 126
3 94 186
3 95 148
3 96 175
3 97 99
3 98 188
3 99 167
4 5 105
4 6 111
4 7 11
4 8 143
4 9 56
4 10 188
4 11 53
4 12 149
4 13 96
4 14 138
4 15 155
4 16 73
4 17 25
4 18 156
4 19 47
4 20 105
4 21 58
4 22 19
4 23 23
4 24 148
4 25 16
4 26 198
4 27 84
4 28 156
4 29 17
4 30 15
4 31 197
4 32 179
4 33 2
4 34 168
4 35 77
4 36 159
4 37 47
4 38 5
4 39 147
4 40 36
4 41 81
4 42 115
4 43 82
4 44 103
4 45 154
4 46 94
4 47 85
4 48 158
4 49 20
4 50 176
4 51 197
4 52 92
4 53 110
4 54 117
4 55 27
4 56 40
4 57 119
4 58 149
4 59 105
4 60 83
4 61 3
4 62 139
4 63 182
4 64 39
4 65 177
4 66 160
4 67 87
4 68 79
4 69 195
4 70 108
4 71 29
4 72 121
4 73 96
4 74 114
4 75 185
4 76 158
4 77 20
4 78 142
4 79 46
4 80 156
4 81 144
4 82 5
4 83 26
4 84 105
4 85 66
4 86 171
4 87 1
4 88 119
4 89 30
4 90 132
4 91 174
4 92 122
4 93 12
4 94 173
4 95 136
4 96 23
4 97 133
4 98 10
4 99 56
5 6 6
5 7 47
5 8 98
5 9 134
5 10 111
5 11 181
5 12 181
5 13 184
5 14 195
5 15 159
5 16 65
5 17 67
5 18 169
5 19 174
5 20 76
5 21 67
5 22 73
5 23 183
5 24 173
5 25 6
5 26 157
5 27 13
5 28 137
5 29 2
5 30 151
5 31 22
5 32 148
5 33 140
5 34 129
5 35 154
5 36 12
5 37 92
5 38 156
5 39 29
5 40 143
5 41 59
5 42 139
5 43 56
5 44 2
5 45 61
5 46 4
5 47 30
5 48 85
5 49 158
5 50 91
5 51 107
5 52 147
5 53 64
5 54 181
5 55 196
5 56 94
5 57 161
5 58 38
5 59 150
5 60 53
5 61 172
5 62 36
5 63 117
5 64 158
5 65 39
5 66 168
5 67 72
5 68 132
5 69 130
5 70 92
5 71 0
5 72 88
5 73 17
5 74 43
5 75 59
5 76 74
5 77 100
5 78 198
5 79 101
5 80 156
5 81 118
5 82 1
5 83 24
5 84 82
5 85 129
5 86 25
5 87 127
5 88 54
5 89 97
5 90 34
5 91 193
5 92 71
5 93 171
5 94 69
5 95 81
5 96 170
5 97 93
5 98 152
5 99 170
6 7 8
6 8 87
6 9 55
6 10 37
6 11 71
6 12 51
6 13 112
6 14 141
6 15 50
6 16 113
6 17 66
6 18 49
6 19 100
6 20 81
6 21 113
6 22 129
6 23 165
6 24 19
6 25 11
6 26 121
6 27 88
6 28 53
6 29 142
6 30 117
6 31 176
6 32 132
6 33 49
6 34 120
6 35 90
6 36 98
6 37 158
6 38 89
6 39 123
6 40 185
6 41 137
6 42 14
6 43 105
6 44 173
6 45 172
6 46 141
6 47 155
6 48 85
6 49 157
6 50 2
6 51 82
6 52 114
6 53 181
6 54 118
6 55 143
6 56 126
6 57 12
6 58 70
6 59 12
6 60 184
6 61 20
6 62 152
6 63 35
6 64 13
6 65 1
6 66 197
6 67 63
6 68 48
6 69 174
6 70 186
6 71 109
6 72 28
6 73 5
6 74 139
6 75 131
6 76 29
6 77 41
6 78 126
6 79 187
6 80 90
6 81 69
6 82 51
6 83 63
6 84 35
6 85 106
6 86 0
6 87 139
6 88 45
6 89 200
6 90 163
6 91 93
6 92 124
6 93 88
6 94 114
6 95 159
6 96 142
6 97 37
6 98 59
6 99 174
7 8 90
7 9 25
7 10 70
7 11 52
7 12 183
7 13 23
7 14 175
7 15 81
7 16 7
7 17 166
7 18 164
7 19 39
7 20 31
7 21 191
7 22 111
7 23 174
7 24 38
7 25 49
7 26 14
7 27 7
7 28 93
7 29 148
7 30 181
7 31 15
7 32 48
7 33 188
7 34 5
7 35 146
7 36 148
7 37 72
7 38 124
7 39 70
7 40 105
7 41 159
7 42 42
7 43 82
7 44 22
7 45 96
7 46 126
7 47 7
7 48 59
7 49 170
7 50 56
7 51 124
7 52 118
7 53 40
7 54 85
7 55 150
7 56 54
7 57 135
7 58 127
7 59 140
7 60 142
7 61 191
7 62 137
7 63 30
7 64 96
7 65 14
7 66 16
7 67 183
7 68 86
7 69 49
7 70 24
7 71 79
7 72 61
7 73 8
7 74 54
7 75 3
7 76 160
7 77 137
7 78 51
7 79 42
7 80 178
7 81 31
7 82 95
7 83 48
7 84 80
7 85 103
7 86 166
7 87 99
7 88 113
7 89 182
7 90 114
7 91 167
7 92 158
7 93 6
7 94 75
7 95 198
7 96 89
7 97 3
7 98 112
7 99 7
8 9 185
8 10 50
8 11 31
8 12 184
8 13 34
8 14 193
8 15 196
8 16 161
8 17 81
8 18 132
8 19 103
8 20 136
8 21 58
8 22 177
8 23 67
8 24 55
8 25 54
8 26 23
8 27 24
8 28 134
8 29 43
8 30 171
8 31 93
8 32 78
8 33 146
8 34 109
8 35 167
8 36 182
8 37 140
8 38 110
8 39 97
8 40 173
8 41 143
8 42 179
8 43 15
8 44 67
8 45 41
8 46 33
8 47 60
8 48 160
8 49 48
8 50 9
8 51 22
8 52 106
8 53 184
8 54 150
8 55 70
8 56 117
8 57 76
8 58 62
8 59 9
8 60 51
8 61 13
8 62 95
8 63 115
8 64 148
8 65 150
8 66 91
8 67 25
8 68 7
8 69 66
8 70 34
8 71 44
8 72 5
8 73 16
8 74 122
8 75 86
8 76 78
8 77 56
8 78 48
8 79 167
8 80 115
8 81 177
8 82 69
8 83 16
8 84 87
8 85 174
8 86 136
8 87 98
8 88 143
8 89 118
8 90 149
8 91 82
8 92 70
8 93 7
8 94 60
8 95 44
8 96 7
8 97 89
8 98 146
8 99 142
9 10 42
9 11 184
9 12 120
9 13 147
9 14 68
9 15 174
9 16 43
9 17 178
9 18 1
9 19 176
9 20 45
9 21 193
9 22 113
9 23 165
9 24 175
9 25 96
9 26 196
9 27 129
9 28 189
9 29 59
9 30 38
9 31 115
9 32 101
9 33 127
9 34 134
9 35 187
9 36 27
9 37 20
9 38 180
9 39 124
9 40 185
9 41 34
9 42 81
9 43 21
9 44 174
9 45 98
9 46 40
9 47 193
9 48 60
9 49 148
9 50 46
9 51 135
9 52 81
9 53 67
9 54 172
9 55 39
9 56 98
9 57 91
9 58 94
9 59 75
9 60 5
9 61 199
9 62 122
9 63 142
9 64 34
9 65 66
9 66 2
9 67 62
9 68 125
9 69 40
9 70 107
9 71 149
9 72 198
9 73 5
9 74 158
9 75 151
9 76 11
9 77 48
9 78 44
9 79 107
9 80 124
9 81 152
9 82 163
9 83 130
9 84 44
9 85 100
9 86 5
9 87 20
9 88 120
9 89 48
9 90 178
9 91 153
9 92 5
9 93 186
9 94 94
9 95 182
9 96 46
9 97 126
9 98 186
9 99 7
10 11 172
10 12 69
10 13 95
10 14 133
10 15 106
10 16 11
10 17 57
10 18 106
10 19 109
10 20 36
10 21 110
10 22 11
10 23 59
10 24 144
10 25 4
10 26 195
10 27 107
10 28 63
10 29 17
10 30 78
10 31 176
10 32 1
10 33 39
10 34 96
10 35 197
10 36 143
10 37 197
10 38 16
10 39 143
10 40 25
10 41 77
10 42 83
10 43 63
10 44 69
10 45 175
10 46 131
10 47 129
10 48 52
10 49 169
