96 96
0 1 138
1 2 47
2 3 30
3 4 157
4 5 167
5 6 94
6 7 186
7 8 155
8 9 75
9 10 84
10 11 34
11 12 52
12 13 37
13 14 155
14 15 61
15 16 113
16 17 182
17 18 148
18 19 5
19 20 49
20 21 142
21 22 160
22 23 69
23 24 68
24 25 182
25 26 8
26 27 134
27 28 166
28 29 14
29 30 142
30 31 122
31 32 128
32 33 90
33 34 123
34 35 11
35 36 118
36 37 171
37 38 1
38 39 62
39 40 69
40 41 32
41 42 42
42 43 88
43 44 35
44 45 53
45 46 73
46 47 40
47 48 8
48 49 186
49 50 128
50 51 154
51 52 162
52 53 25
53 54 171
54 55 62
55 56 187
56 57 83
57 58 99
58 59 169
59 60 189
60 61 140
61 62 147
62 63 160
63 64 106
64 65 28
65 66 41
66 67 101
67 68 5
68 69 121
69 70 168
70 71 93
71 72 27
72 73 16
73 74 188
74 75 180
75 76 98
76 77 70
77 78 164
78 79 123
79 80 185
80 81 130
81 82 85
82 83 66
83 84 192
84 85 85
85 86 160
86 87 173
87 88 150
88 89 174
89 90 114
90 91 150
91 92 166
92 93 99
93 94 147
94 95 44
95 0 79
