100 4697
0 1 70
0 2 9
0 3 173
0 4 57
0 5 32
0 6 100
0 7 144
0 8 54
0 9 33
0 10 55
0 11 81
0 12 50
0 13 121
0 14 29
0 15 54
0 16 114
0 17 160
0 18 4
0 19 72
0 20 193
0 21 195
0 22 133
0 23 102
0 24 100
0 25 9
0 26 10
0 27 23
0 28 197
0 29 164
0 30 166
0 31 114
0 32 48
0 33 39
0 34 63
0 35 197
0 36 188
0 37 22
0 38 44
0 39 163
0 40 120
0 41 82
0 42 36
0 43 162
0 44 91
0 45 29
0 46 179
0 47 119
0 48 86
0 49 16
0 50 28
0 51 164
0 52 111
0 53 65
0 54 50
0 55 85
0 56 165
0 57 92
0 58 59
0 59 139
0 60 162
0 61 156
0 62 154
0 63 158
0 64 2
0 65 83
0 66 11
0 67 160
0 68 87
0 69 63
0 70 120
0 71 103
0 72 59
0 73 122
0 74 35
0 75 67
0 76 23
0 77 76
0 78 197
0 79 99
0 80 47
0 81 143
0 82 92
0 83 10
0 84 146
0 85 168
0 86 33
0 87 167
0 88 46
0 89 60
0 90 88
0 91 169
0 92 167
0 93 183
0 94 92
0 95 69
0 96 91
0 97 94
0 98 127
0 99 144
1 2 185
1 3 67
1 4 124
1 5 102
1 6 11
1 7 71
1 8 199
1 9 69
1 10 96
1 11 76
1 12 68
1 13 167
1 14 119
1 15 47
1 16 26
1 17 3
1 18 143
1 19 58
1 20 21
1 21 61
1 22 194
1 23 101
1 24 15
1 25 146
1 26 166
1 27 125
1 28 113
1 29 172
1 30 56
1 31 78
1 32 188
1 33 124
1 34 197
1 35 10
1 36 88
1 37 52
1 38 115
1 39 159
1 40 11
1 41 144
1 42 75
1 43 8
1 44 33
1 45 173
1 46 83
1 47 128
1 48 25
1 49 71
1 50 135
1 51 181
1 52 24
1 53 168
1 54 28
1 55 148
1 56 68
1 57 78
1 58 169
1 59 46
1 60 33
1 61 85
1 62 123
1 63 55
1 64 78
1 65 32
1 66 16
1 67 31
1 68 77
1 69 183
1 70 74
1 71 58
1 72 68
1 73 193
1 74 168
1 75 156
1 76 0
1 77 2
1 78 175
1 79 9
1 80 68
1 81 190
1 82 179
1 83 39
1 84 10
1 85 64
1 86 105
1 87 136
1 88 132
1 89 53
1 90 146
1 91 27
1 92 139
1 93 178
1 94 131
1 95 167
1 96 127
1 97 157
1 98 117
1 99 62
2 3 14
2 4 58
2 5 131
2 6 182
2 7 34
2 8 116
2 9 72
2 10 164
2 11 82
2 12 110
2 13 114
2 14 66
2 15 181
2 16 15
2 17 65
2 18 157
2 19 85
2 20 161
2 21 191
2 22 51
2 23 180
2 24 172
2 25 123
2 26 136
2 27 95
2 28 105
2 29 141
2 30 34
2 31 108
2 32 85
2 33 19
2 34 152
2 35 163
2 36 107
2 37 159
2 38 197
2 39 162
2 40 0
2 41 104
2 42 62
2 43 17
2 44 166
2 45 13
2 46 119
2 47 60
2 48 18
2 49 90
2 50 31
2 51 37
2 52 144
2 53 79
2 54 29
2 55 155
2 56 198
2 57 64
2 58 125
2 59 26
2 60 193
2 61 116
2 62 113
2 63 20
2 64 92
2 65 60
2 66 98
2 67 195
2 68 124
2 69 49
2 70 14
2 71 171
2 72 89
2 73 14
2 74 107
2 75 12
2 76 25
2 77 59
2 78 189
2 79 158
2 80 119
2 81 55
2 82 120
2 83 137
2 84 126
2 85 48
2 86 133
2 87 158
2 88 164
2 89 84
2 90 55
2 91 108
2 92 162
2 93 24
2 94 93
2 95 118
2 96 47
2 97 80
2 98 104
2 99 65
3 4 8
3 5 76
3 6 71
3 7 199
3 8 8
3 9 105
3 10 10
3 11 76
3 12 176
3 13 200
3 14 100
3 15 115
3 16 173
3 17 51
3 18 188
3 19 88
3 20 77
3 21 138
3 22 15
3 23 168
3 24 147
3 25 31
3 26 163
3 27 43
3 28 25
3 29 188
3 30 163
3 31 98
3 32 198
3 33 96
3 34 48
3 35 185
3 36 109
3 37 37
3 38 103
3 39 99
3 40 134
3 41 34
3 42 37
3 43 123
3 44 141
3 45 108
3 46 157
3 47 7
3 48 50
3 49 47
3 50 41
3 51 191
3 52 9
3 53 166
3 54 101
3 55 173
3 56 52
3 57 21
3 58 144
3 59 102
3 60 174
3 61 57
3 62 196
3 63 119
3 64 55
3 65 104
3 66 95
3 67 98
3 68 14
3 69 89
3 70 2
3 71 187
3 72 176
3 73 172
3 74 106
3 75 179
3 76 132
3 77 87
3 78 43
3 79 27
3 80 86
3 81 82
3 82 3
3 83 114
3 84 59
3 85 123
3 86 197
3 87 163
3 88 166
3 89 159
3 90 182
3 91 197
3 92 36
3 93 110
3 94 71
3 95 77
3 96 199
3 97 125
3 98 13
3 99 53
4 5 72
4 6 101
4 7 112
4 8 194
4 9 37
4 10 179
4 11 66
4 12 57
4 13 191
4 14 170
4 15 86
4 16 133
4 17 130
4 18 117
4 19 142
4 20 49
4 21 146
4 22 185
4 23 82
4 24 187
4 25 4
4 26 91
4 27 78
4 28 173
4 29 88
4 30 40
4 31 171
4 32 166
4 33 52
4 34 7
4 35 138
4 36 117
4 37 187
4 38 196
4 39 149
4 40 139
4 41 1
4 42 85
