100 2805
0 1 200
0 2 191
0 3 10
0 4 160
0 5 116
0 6 156
0 7 116
0 8 78
0 9 33
0 10 83
0 11 56
0 12 55
0 13 8
0 14 131
0 15 22
0 16 145
0 17 58
0 18 190
0 19 187
0 20 147
0 21 155
0 22 31
0 23 5
0 24 176
0 25 25
0 26 3
0 27 163
0 28 37
0 29 95
0 30 155
0 31 106
0 32 156
0 33 2
0 34 8
0 35 121
0 36 19
0 37 60
0 38 113
0 39 120
0 40 55
0 41 131
0 42 19
0 43 101
0 44 30
0 45 9
0 46 114
0 47 150
0 48 72
0 49 91
0 50 26
0 51 88
0 52 32
0 53 72
0 54 53
0 55 67
0 56 83
0 57 149
0 58 25
0 59 83
0 60 79
0 61 147
0 62 178
0 63 102
0 64 183
0 65 55
0 66 177
0 67 30
0 68 140
0 69 4
0 70 176
0 71 88
0 72 132
0 73 37
0 74 73
0 75 159
0 76 92
0 77 73
0 78 112
0 79 125
0 80 63
0 81 30
0 82 121
0 83 173
0 84 68
0 85 94
0 86 190
0 87 161
0 88 88
0 89 4
0 90 6
0 91 21
0 92 127
0 93 179
0 94 20
0 95 120
0 96 83
0 97 120
0 98 185
0 99 143
1 2 130
1 3 84
1 4 171
1 5 172
1 6 193
1 7 15
1 8 154
1 9 44
1 10 50
1 11 188
1 12 198
1 13 10
1 14 162
1 15 89
1 16 188
1 17 111
1 18 52
1 19 136
1 20 34
1 21 181
1 22 156
1 23 170
1 24 155
1 25 52
1 26 79
1 27 163
1 28 3
1 29 182
1 30 69
1 31 94
1 32 160
1 33 163
1 34 200
1 35 147
1 36 144
1 37 23
1 38 16
1 39 35
1 40 101
1 41 44
1 42 87
1 43 195
1 44 117
1 45 56
1 46 108
1 47 49
1 48 19
1 49 83
1 50 49
1 51 158
1 52 102
1 53 11
1 54 54
1 55 76
1 56 51
1 57 114
1 58 100
1 59 3
1 60 108
1 61 68
1 62 172
1 63 92
1 64 28
1 65 14
1 66 70
1 67 59
1 68 127
1 69 188
1 70 25
1 71 102
1 72 109
1 73 25
1 74 36
1 75 142
1 76 135
1 77 108
1 78 13
1 79 26
1 80 16
1 81 123
1 82 39
1 83 104
1 84 191
1 85 168
1 86 144
1 87 164
1 88 66
1 89 197
1 90 109
1 91 76
1 92 58
1 93 137
1 94 48
1 95 48
1 96 117
1 97 126
1 98 17
1 99 181
2 3 52
2 4 125
2 5 76
2 6 55
2 7 39
2 8 198
2 9 95
2 10 42
2 11 181
2 12 32
2 13 149
2 14 36
2 15 159
2 16 98
2 17 198
2 18 134
2 19 125
2 20 31
2 21 93
2 22 125
2 23 10
2 24 131
2 25 196
2 26 161
2 27 42
2 28 148
2 29 64
2 30 98
2 31 60
2 32 75
2 33 31
2 34 80
2 35 74
2 36 45
2 37 97
2 38 72
2 39 90
2 40 3
2 41 84
2 42 80
2 43 136
2 44 155
2 45 73
2 46 51
2 47 52
2 48 120
2 49 135
2 50 187
2 51 131
2 52 190
2 53 104
2 54 140
2 55 78
2 56 151
2 57 176
2 58 159
2 59 6
2 60 78
2 61 122
2 62 19
2 63 93
2 64 84
2 65 94
2 66 17
2 67 124
2 68 28
2 69 57
2 70 73
2 71 129
2 72 71
2 73 148
2 74 67
2 75 72
2 76 200
2 77 166
2 78 70
2 79 190
2 80 73
2 81 174
2 82 15
2 83 163
2 84 154
2 85 187
2 86 197
2 87 69
2 88 122
2 89 192
2 90 33
2 91 72
2 92 41
2 93 72
2 94 45
2 95 26
2 96 85
2 97 73
2 98 10
2 99 29
3 4 159
3 5 120
3 6 192
3 7 196
3 8 173
3 9 74
3 10 62
3 11 20
3 12 195
3 13 184
3 14 37
3 15 194
3 16 45
3 17 199
3 18 37
3 19 156
3 20 199
3 21 27
3 22 10
3 23 17
3 24 105
3 25 16
3 26 51
3 27 138
3 28 42
3 29 3
3 30 88
3 31 124
3 32 178
3 33 95
3 34 48
3 35 61
3 36 77
3 37 26
3 38 46
