100 4047
0 1 81
0 2 150
0 3 153
0 4 149
0 5 103
0 6 104
0 7 13
0 8 87
0 9 95
0 10 167
0 11 70
0 12 62
0 13 169
0 14 145
0 15 87
0 16 41
0 17 198
0 18 39
0 19 41
0 20 67
0 21 141
0 22 116
0 23 20
0 24 154
0 25 136
0 26 140
0 27 74
0 28 98
0 29 72
0 30 193
0 31 175
0 32 42
0 33 133
0 34 49
0 35 130
0 36 82
0 37 73
0 38 93
0 39 9
0 40 162
0 41 109
0 42 73
0 43 124
0 44 60
0 45 102
0 46 6
0 47 101
0 48 94
0 49 200
0 50 92
0 51 8
0 52 57
0 53 174
0 54 114
0 55 197
0 56 82
0 57 74
0 58 186
0 59 191
0 60 61
0 61 16
0 62 141
0 63 198
0 64 171
0 65 196
0 66 133
0 67 120
0 68 14
0 69 130
0 70 19
0 71 124
0 72 149
0 73 195
0 74 196
0 75 28
0 76 51
0 77 48
0 78 191
0 79 200
0 80 126
0 81 171
0 82 159
0 83 10
0 84 67
0 85 191
0 86 65
0 87 166
0 88 11
0 89 98
0 90 126
0 91 150
0 92 96
0 93 53
0 94 54
0 95 104
0 96 84
0 97 16
0 98 155
0 99 134
1 2 191
1 3 167
1 4 80
1 5 108
1 6 88
1 7 184
1 8 58
1 9 185
1 10 113
1 11 156
1 12 28
1 13 73
1 14 183
1 15 124
1 16 145
1 17 118
1 18 136
1 19 73
1 20 194
1 21 71
1 22 10
1 23 105
1 24 18
1 25 39
1 26 190
1 27 192
1 28 1
1 29 132
1 30 107
1 31 133
1 32 114
1 33 10
1 34 192
1 35 114
1 36 27
1 37 86
1 38 44
1 39 61
1 40 157
1 41 172
1 42 83
1 43 45
1 44 46
1 45 180
1 46 183
1 47 2
1 48 83
1 49 168
1 50 98
1 51 121
1 52 102
1 53 11
1 54 45
1 55 149
1 56 19
1 57 197
1 58 136
1 59 31
1 60 54
1 61 164
1 62 184
1 63 28
1 64 116
1 65 99
1 66 198
1 67 146
1 68 194
1 69 35
1 70 52
1 71 85
1 72 63
1 73 121
1 74 16
1 75 110
1 76 7
1 77 185
1 78 44
1 79 142
1 80 198
1 81 72
1 82 128
1 83 167
1 84 74
1 85 138
1 86 34
1 87 136
1 88 139
1 89 181
1 90 64
1 91 144
1 92 110
1 93 135
1 94 5
1 95 102
1 96 40
1 97 157
1 98 185
1 99 194
2 3 25
2 4 124
2 5 7
2 6 169
2 7 172
2 8 44
2 9 113
2 10 164
2 11 101
2 12 57
2 13 112
2 14 153
2 15 93
2 16 88
2 17 116
2 18 171
2 19 175
2 20 60
2 21 177
2 22 103
2 23 29
2 24 139
2 25 124
2 26 158
2 27 80
2 28 130
2 29 73
2 30 170
2 31 126
2 32 145
2 33 131
2 34 80
2 35 165
2 36 60
2 37 83
2 38 34
2 39 46
2 40 126
2 41 45
2 42 187
2 43 73
2 44 30
2 45 53
2 46 73
2 47 188
2 48 160
2 49 167
2 50 84
2 51 25
2 52 23
2 53 81
2 54 160
2 55 16
2 56 130
2 57 86
2 58 166
2 59 127
2 60 173
2 61 162
2 62 89
2 63 124
2 64 173
2 65 15
2 66 199
2 67 41
2 68 192
2 69 24
2 70 129
2 71 196
2 72 48
2 73 19
2 74 23
2 75 61
2 76 16
2 77 187
2 78 136
2 79 167
2 80 136
2 81 58
2 82 65
2 83 115
2 84 131
2 85 109
2 86 171
2 87 28
2 88 137
2 89 164
2 90 181
2 91 114
2 92 158
2 93 117
2 94 78
2 95 15
2 96 134
2 97 21
2 98 171
2 99 107
3 4 104
3 5 151
3 6 18
3 7 26
3 8 82
3 9 91
3 10 118
3 11 49
3 12 80
3 13 182
3 14 99
3 15 172
3 16 112
3 17 97
3 18 121
3 19 94
3 20 136
3 21 86
3 22 81
3 23 99
3 24 27
3 25 4
3 26 124
3 27 160
3 28 174
3 29 36
3 30 188
3 31 39
3 32 43
3 33 59
3 34 54
3 35 163
3 36 4
3 37 115
3 38 138
3 39 8
3 40 97
3 41 9
3 42 96
3 43 167
3 44 65
3 45 0
3 46 11
3 47 109
3 48 173
3 49 115
3 50 81
3 51 49
3 52 60
3 53 61
3 54 80
3 55 67
3 56 63
3 57 113
3 58 114
3 59 50
3 60 117
3 61 133
3 62 39
3 63 164
3 64 153
3 65 173
3 66 142
3 67 90
3 68 18
3 69 197
3 70 122
3 71 23
3 72 133
3 73 115
3 74 113
3 75 68
3 76 199
3 77 96
3 78 184
3 79 108
3 80 159
3 81 101
3 82 78
3 83 1
3 84 86
3 85 173
3 86 7
3 87 164
3 88 49
3 89 106
3 90 98
3 91 44
3 92 42
3 93 170
3 94 172
3 95 109
3 96 153
3 97 66
3 98 60
3 99 44
4 5 142
4 6 76
4 7 122
4 8 195
4 9 151
4 10 15
4 11 127
4 12 27
4 13 42
4 14 181
4 15 185
4 16 77
4 17 76
4 18 183
4 19 63
4 20 124
4 21 102
4 22 70
4 23 164
4 24 97
4 25 78
4 26 144
4 27 91
4 28 190
4 29 133
4 30 150
4 31 102
