80 80
0 1 100
1 2 59
2 3 48
3 4 18
4 5 60
5 6 142
6 7 153
7 8 72
8 9 65
9 10 91
10 11 92
11 12 21
12 13 124
13 14 144
14 15 10
15 16 81
16 17 76
17 18 21
18 19 115
19 20 42
20 21 31
21 22 108
22 23 135
23 24 145
24 25 68
25 26 16
26 27 84
27 28 136
28 29 87
29 30 78
30 31 100
31 32 20
32 33 34
33 34 154
34 35 100
35 36 48
36 37 90
37 38 52
38 39 133
39 40 100
40 41 108
41 42 143
42 43 52
43 44 36
44 45 96
45 46 124
46 47 41
47 48 140
48 49 73
49 50 150
50 51 101
51 52 143
52 53 129
53 54 11
54 55 30
55 56 57
56 57 136
57 58 124
58 59 106
59 60 13
60 61 131
61 62 27
62 63 114
63 64 52
64 65 20
65 66 92
66 67 120
67 68 18
68 69 131
69 70 90
70 71 103
71 72 155
72 73 16
73 74 42
74 75 121
75 76 7
76 77 109
77 78 87
78 79 102
79 0 112
