88 88
0 1 53
1 2 50
2 3 8
3 4 92
4 5 103
5 6 65
6 7 51
7 8 158
8 9 2
9 10 93
10 11 13
11 12 162
12 13 117
13 14 165
14 15 132
15 16 109
16 17 31
17 18 131
18 19 1
19 20 80
20 21 3
21 22 11
22 23 53
23 24 44
24 25 85
25 26 23
26 27 39
27 28 68
28 29 113
29 30 36
30 31 81
31 32 63
32 33 19
33 34 158
34 35 117
35 36 47
36 37 128
37 38 115
38 39 55
39 40 98
40 41 123
41 42 176
42 43 134
43 44 112
44 45 73
45 46 105
46 47 85
47 48 49
48 49 11
49 50 77
50 51 149
51 52 109
52 53 176
53 54 73
54 55 124
55 56 54
56 57 37
57 58 25
58 59 55
59 60 8
60 61 95
61 62 108
62 63 134
63 64 137
64 65 172
65 66 142
66 67 79
67 68 136
68 69 63
69 70 86
70 71 6
71 72 63
72 73 121
73 74 148
74 75 55
75 76 147
76 77 160
77 78 63
78 79 12
79 80 105
80 81 1
81 82 13
82 83 144
83 84 41
84 85 34
85 86 161
86 87 6
87 0 60
