100 672
0 1 117
0 2 82
0 3 82
0 4 75
0 5 197
0 6 36
0 7 67
0 8 39
0 9 13
0 10 1
0 11 160
0 12 129
0 13 48
0 14 47
0 15 100
0 16 51
0 17 90
0 18 39
0 19 152
0 20 146
0 21 126
0 22 98
0 23 74
0 24 41
0 25 116
0 26 92
0 27 22
0 28 97
0 29 187
0 30 10
0 31 77
0 32 60
0 33 56
0 34 81
0 35 77
0 36 34
0 37 42
0 38 152
0 39 74
0 40 15
0 41 183
0 42 127
0 43 37
0 44 133
0 45 140
0 46 131
0 47 158
0 48 121
0 49 128
0 50 141
0 51 98
0 52 33
0 53 77
0 54 94
0 55 135
0 56 75
0 57 61
0 58 134
0 59 152
0 60 114
0 61 109
0 62 147
0 63 138
0 64 51
0 65 36
0 66 194
0 67 194
0 68 115
0 69 153
0 70 102
0 71 32
0 72 122
0 73 4
0 74 110
0 75 64
0 76 179
0 77 64
0 78 84
0 79 109
0 80 107
0 81 150
0 82 29
0 83 160
0 84 61
0 85 110
0 86 118
0 87 114
0 88 51
0 89 193
0 90 123
0 91 147
0 92 107
0 93 86
0 94 122
0 95 191
0 96 69
0 97 82
0 98 10
0 99 71
1 2 103
1 3 66
1 4 157
1 5 72
1 6 135
1 7 59
1 8 171
1 9 79
1 10 117
1 11 97
1 12 50
1 13 175
1 14 48
1 15 186
1 16 119
1 17 119
1 18 190
1 19 189
1 20 153
1 21 51
1 22 66
1 23 3
1 24 63
1 25 83
1 26 125
1 27 168
1 28 185
1 29 95
1 30 191
1 31 45
1 32 68
1 33 185
1 34 136
1 35 19
1 36 159
1 37 151
1 38 73
1 39 97
1 40 24
1 41 131
1 42 143
1 43 37
1 44 75
1 45 123
1 46 174
1 47 84
1 48 184
1 49 198
1 50 38
1 51 18
1 52 105
1 53 46
1 54 13
1 55 73
1 56 65
1 57 53
1 58 161
1 59 32
1 60 22
1 61 145
1 62 70
1 63 118
1 64 131
1 65 39
1 66 86
1 67 116
1 68 168
1 69 168
1 70 132
1 71 158
1 72 72
1 73 7
1 74 140
1 75 93
1 76 175
1 77 95
1 78 109
1 79 56
1 80 21
1 81 154
1 82 52
1 83 57
1 84 95
1 85 94
1 86 78
1 87 154
1 88 13
1 89 188
1 90 57
1 91 176
1 92 128
1 93 102
1 94 89
1 95 143
1 96 86
1 97 66
1 98 32
1 99 70
2 3 36
2 4 0
2 5 106
2 6 126
2 7 6
2 8 175
2 9 167
2 10 143
2 11 2
2 12 191
2 13 74
2 14 140
2 15 123
2 16 171
2 17 164
2 18 166
2 19 185
2 20 109
2 21 177
2 22 175
2 23 123
2 24 170
2 25 27
2 26 127
2 27 131
2 28 180
2 29 171
2 30 138
2 31 84
2 32 72
2 33 176
2 34 46
2 35 74
2 36 97
2 37 63
2 38 37
2 39 16
2 40 154
2 41 60
2 42 63
2 43 186
2 44 131
2 45 53
2 46 48
2 47 157
2 48 75
2 49 109
2 50 59
2 51 131
2 52 195
2 53 99
2 54 26
2 55 117
2 56 133
2 57 191
2 58 195
2 59 112
2 60 146
2 61 101
2 62 153
2 63 142
2 64 143
2 65 86
2 66 103
2 67 54
2 68 6
2 69 27
2 70 36
2 71 80
2 72 53
2 73 196
2 74 162
2 75 117
2 76 133
2 77 37
2 78 169
2 79 123
2 80 141
2 81 162
2 82 130
2 83 41
2 84 155
2 85 145
2 86 17
2 87 3
2 88 56
2 89 108
2 90 180
2 91 59
2 92 29
2 93 64
2 94 73
2 95 165
2 96 119
2 97 76
2 98 145
2 99 175
3 4 29
3 5 84
3 6 112
3 7 93
3 8 176
3 9 75
3 10 114
3 11 187
3 12 130
3 13 13
3 14 29
3 15 152
3 16 152
3 17 141
3 18 18
3 19 21
3 20 45
3 21 80
3 22 178
3 23 196
3 24 63
3 25 160
3 26 76
3 27 134
3 28 47
3 29 184
3 30 145
3 31 76
3 32 40
3 33 173
3 34 167
3 35 137
3 36 12
3 37 128
3 38 41
3 39 115
3 40 77
3 41 10
3 42 12
3 43 198
3 44 4
3 45 69
3 46 182
3 47 194
3 48 193
3 49 161
3 50 11
3 51 163
3 52 93
3 53 109
3 54 1
3 55 127
3 56 198
3 57 100
3 58 53
3 59 4
3 60 122
3 61 85
3 62 71
3 63 107
3 64 157
3 65 49
3 66 24
3 67 50
3 68 96
3 69 77
3 70 67
3 71 184
3 72 72
3 73 30
3 74 69
3 75 163
3 76 170
3 77 26
3 78 84
3 79 159
3 80 57
3 81 132
3 82 140
3 83 38
3 84 62
3 85 6
3 86 4
3 87 78
3 88 132
3 89 199
3 90 115
3 91 150
3 92 2
3 93 200
3 94 31
3 95 187
3 96 168
3 97 47
3 98 4
3 99 178
4 5 150
4 6 111
4 7 28
4 8 82
4 9 133
4 10 13
4 11 20
4 12 185
4 13 101
4 14 165
4 15 98
4 16 35
4 17 181
4 18 44
4 19 197
4 20 36
4 21 147
4 22 147
4 23 118
4 24 1
4 25 11
4 26 60
4 27 163
4 28 40
4 29 15
4 30 118
4 31 183
4 32 170
4 33 68
4 34 43
4 35 48
4 36 71
4 37 143
4 38 40
4 39 30
4 40 180
4 41 180
4 42 106
4 43 178
4 44 8
4 45 36
4 46 196
4 47 181
4 48 149
4 49 174
4 50 85
4 51 178
4 52 127
4 53 28
4 54 73
4 55 104
4 56 161
4 57 154
4 58 80
4 59 92
4 60 78
4 61 55
4 62 85
4 63 69
4 64 194
4 65 190
4 66 187
4 67 86
4 68 165
4 69 169
4 70 185
4 71 89
4 72 19
4 73 89
4 74 126
4 75 161
4 76 120
4 77 24
4 78 133
4 79 84
4 80 12
4 81 0
4 82 59
4 83 123
4 84 101
4 85 25
4 86 105
4 87 134
4 88 11
4 89 59
4 90 155
4 91 152
4 92 83
4 93 99
4 94 58
4 95 135
4 96 41
4 97 31
4 98 166
4 99 49
5 6 146
5 7 63
5 8 157
5 9 156
5 10 179
5 11 180
5 12 172
5 13 42
5 14 63
5 15 69
5 16 4
5 17 176
5 18 168
5 19 139
5 20 198
5 21 4
5 22 17
5 23 58
5 24 53
5 25 126
5 26 127
5 27 136
5 28 97
5 29 197
5 30 166
5 31 74
5 32 163
5 33 197
5 34 191
5 35 80
5 36 119
5 37 90
5 38 112
5 39 6
5 40 81
5 41 122
5 42 10
5 43 173
5 44 115
5 45 25
5 46 6
5 47 156
5 48 136
5 49 33
5 50 46
5 51 42
5 52 56
5 53 40
5 54 187
5 55 106
5 56 143
5 57 184
5 58 83
5 59 130
5 60 152
5 61 75
5 62 89
5 63 52
5 64 29
5 65 60
5 66 88
5 67 179
5 68 135
5 69 30
5 70 1
5 71 148
5 72 45
5 73 133
5 74 89
5 75 119
5 76 36
5 77 129
5 78 25
5 79 108
5 80 89
5 81 29
5 82 116
5 83 177
5 84 168
5 85 62
5 86 50
5 87 64
5 88 38
5 89 147
5 90 114
5 91 20
5 92 131
5 93 149
5 94 61
5 95 155
5 96 144
5 97 141
5 98 178
5 99 23
6 7 29
6 8 58
6 9 90
6 10 141
6 11 133
6 12 74
6 13 102
6 14 187
6 15 161
6 16 184
6 17 156
6 18 87
6 19 0
6 20 179
6 21 118
6 22 111
6 23 28
6 24 104
6 25 105
6 26 141
6 27 157
6 28 34
6 29 79
6 30 160
6 31 39
6 32 136
6 33 9
6 34 102
6 35 48
6 36 151
6 37 129
6 38 23
6 39 2
6 40 112
6 41 102
6 42 72
6 43 191
6 44 9
6 45 165
6 46 90
6 47 144
6 48 122
6 49 83
6 50 9
6 51 153
6 52 45
6 53 107
6 54 148
6 55 45
6 56 11
6 57 42
6 58 114
6 59 168
6 60 49
6 61 44
6 62 155
6 63 159
6 64 16
6 65 116
6 66 113
6 67 185
6 68 32
6 69 27
6 70 20
6 71 16
6 72 7
6 73 151
6 74 9
6 75 158
6 76 23
6 77 19
6 78 163
6 79 27
6 80 111
6 81 106
6 82 190
6 83 97
6 84 90
6 85 193
6 86 139
6 87 85
6 88 100
6 89 0
6 90 69
6 91 69
6 92 161
6 93 1
6 94 24
6 95 198
6 96 40
6 97 33
6 98 53
6 99 137
