100 4797
0 1 183
0 2 9
0 3 74
0 4 116
0 5 121
0 6 151
0 7 47
0 8 61
0 9 64
0 10 43
0 11 177
0 12 200
0 13 59
0 14 157
0 15 155
0 16 141
0 17 59
0 18 120
0 19 102
0 20 96
0 21 127
0 22 150
0 23 58
0 24 154
0 25 99
0 26 178
0 27 152
0 28 129
0 29 91
0 30 183
0 31 193
0 32 148
0 33 3
0 34 59
0 35 119
0 36 113
0 37 4
0 38 193
0 39 180
0 40 195
0 41 62
0 42 3
0 43 91
0 44 127
0 45 170
0 46 63
0 47 154
0 48 150
0 49 24
0 50 91
0 51 44
0 52 56
0 53 43
0 54 143
0 55 74
0 56 88
0 57 27
0 58 150
0 59 85
0 60 76
0 61 188
0 62 40
0 63 136
0 64 69
0 65 117
0 66 184
0 67 1
0 68 193
0 69 32
0 70 61
0 71 153
0 72 13
0 73 14
0 74 119
0 75 120
0 76 49
0 77 121
0 78 42
0 79 136
0 80 141
0 81 25
0 82 159
0 83 22
0 84 24
0 85 146
0 86 65
0 87 34
0 88 63
0 89 6
0 90 15
0 91 129
0 92 138
0 93 189
0 94 159
0 95 109
0 96 164
0 97 109
0 98 140
0 99 46
1 2 173
1 3 75
1 4 115
1 5 90
1 6 71
1 7 97
1 8 90
1 9 71
1 10 117
1 11 50
1 12 5
1 13 11
1 14 95
1 15 146
1 16 191
1 17 7
1 18 108
1 19 121
1 20 50
1 21 173
1 22 139
1 23 155
1 24 68
1 25 24
1 26 44
1 27 113
1 28 139
1 29 152
1 30 49
1 31 123
1 32 124
1 33 122
1 34 193
1 35 134
1 36 11
1 37 145
1 38 186
1 39 101
1 40 66
1 41 84
1 42 110
1 43 119
1 44 101
1 45 129
1 46 94
1 47 30
1 48 159
1 49 66
1 50 27
1 51 7
1 52 139
1 53 86
1 54 174
1 55 40
1 56 94
1 57 49
1 58 57
1 59 187
1 60 11
1 61 56
1 62 143
1 63 192
1 64 19
1 65 181
1 66 32
1 67 95
1 68 12
1 69 178
1 70 108
1 71 70
1 72 73
1 73 96
1 74 84
1 75 192
1 76 90
1 77 113
1 78 78
1 79 69
1 80 24
1 81 12
1 82 140
1 83 88
1 84 8
1 85 194
1 86 173
1 87 47
1 88 124
1 89 83
1 90 38
1 91 23
1 92 67
1 93 200
1 94 74
1 95 98
1 96 74
1 97 25
1 98 116
1 99 93
2 3 67
2 4 8
2 5 147
2 6 173
2 7 2
2 8 193
2 9 65
2 10 32
2 11 104
2 12 49
2 13 33
2 14 78
2 15 101
2 16 157
2 17 37
2 18 2
2 19 138
2 20 161
2 21 108
2 22 29
2 23 167
2 24 112
2 25 128
2 26 125
2 27 160
2 28 37
2 29 190
2 30 141
2 31 165
2 32 192
2 33 91
2 34 80
2 35 32
2 36 165
2 37 164
2 38 58
2 39 143
2 40 186
2 41 46
2 42 44
2 43 61
2 44 99
2 45 156
2 46 17
2 47 178
2 48 132
2 49 68
2 50 95
2 51 94
2 52 123
2 53 86
2 54 123
2 55 188
2 56 121
2 57 80
2 58 75
2 59 125
2 60 20
2 61 67
2 62 69
2 63 94
2 64 87
2 65 187
2 66 80
2 67 127
2 68 43
2 69 9
2 70 120
2 71 178
2 72 104
2 73 189
2 74 64
2 75 152
2 76 78
2 77 164
2 78 127
2 79 16
2 80 134
2 81 188
2 82 178
2 83 81
2 84 128
2 85 11
2 86 82
2 87 4
2 88 116
2 89 170
2 90 176
2 91 90
2 92 191
2 93 6
2 94 168
2 95 171
2 96 18
2 97 41
2 98 144
2 99 11
3 4 159
3 5 169
3 6 4
3 7 56
3 8 103
3 9 133
3 10 106
3 11 86
3 12 56
3 13 55
3 14 188
3 15 11
3 16 123
3 17 69
3 18 66
3 19 0
3 20 153
3 21 0
3 22 58
3 23 54
3 24 95
3 25 164
3 26 48
3 27 167
3 28 33
3 29 38
3 30 190
3 31 112
3 32 140
3 33 161
3 34 32
3 35 115
3 36 70
3 37 57
3 38 7
3 39 164
3 40 63
3 41 54
3 42 19
3 43 151
3 44 132
3 45 72
3 46 13
3 47 123
3 48 199
3 49 6
3 50 35
3 51 147
3 52 111
3 53 64
3 54 135
3 55 200
3 56 28
3 57 111
3 58 92
3 59 79
3 60 162
3 61 59
3 62 163
3 63 191
3 64 133
3 65 12
3 66 188
3 67 111
3 68 116
3 69 98
3 70 158
3 71 170
3 72 79
3 73 192
3 74 168
3 75 157
3 76 67
3 77 122
3 78 136
