81 81
0 1 138
1 2 17
2 3 138
3 4 14
4 5 22
5 6 63
6 7 98
7 8 94
8 9 39
9 10 146
10 11 136
11 12 160
12 13 31
13 14 53
14 15 21
15 16 134
16 17 56
17 18 36
18 19 75
19 20 87
20 21 60
21 22 92
22 23 94
23 24 159
24 25 89
25 26 56
26 27 84
27 28 31
28 29 124
29 30 46
30 31 31
31 32 42
32 33 58
33 34 109
34 35 95
35 36 31
36 37 117
37 38 118
38 39 122
39 40 95
40 41 136
41 42 144
42 43 14
43 44 112
44 45 1
45 46 112
46 47 45
47 48 8
48 49 100
49 50 44
50 51 114
51 52 54
52 53 87
53 54 9
54 55 98
55 56 64
56 57 50
57 58 21
58 59 80
59 60 110
60 61 74
61 62 5
62 63 45
63 64 19
64 65 109
65 66 136
66 67 94
67 68 150
68 69 45
69 70 80
70 71 68
71 72 159
72 73 130
73 74 61
74 75 15
75 76 36
76 77 135
77 78 19
78 79 75
79 80 47
80 0 138
